Starting Sketch
Starting Encoder
INA219 Connected!
Received new setpoint, speed, duration: 255, 0
Calc'd Final Speed: inf
10004794|255|-588.70|1040
10006091|255|-804.80|939
10007269|255|-799.20|931
10008936|255|-803.30|931
10010931|255|-809.30|929
10012931|255|-811.70|930
10014934|255|-814.80|931
10016932|255|-823.90|929
10018934|255|-826.70|931
10020934|255|-829.40|931
10022932|255|-832.00|931
10024930|255|-834.10|928
10026935|255|-835.10|929
10028937|255|-836.50|931
10030931|255|-837.50|930
10032931|255|-839.50|930
10034935|255|-840.50|931
10036933|255|-841.30|930
10038932|255|-842.20|931
10040931|255|-843.00|930
10042932|255|-843.80|930
10044935|255|-844.20|930
10046933|255|-844.70|929
10048936|255|-845.80|931
10050941|255|-845.70|938
10052938|255|-846.40|931
10054936|255|-846.50|929
10056934|255|-846.90|930
10058933|255|-847.60|929
10060935|255|-847.60|931
10062934|255|-847.40|929
10064933|255|-848.40|932
10066934|255|-848.20|929
10068934|255|-848.70|930
10070930|255|-848.20|926
10072933|255|-848.60|928
10074936|255|-849.10|931
10076937|255|-849.00|930
10078938|255|-848.70|936
10080946|255|-848.90|941
10082948|255|-849.30|942
10084932|255|-849.30|930
10086934|255|-849.30|930
10088934|255|-849.00|929
10090935|255|-849.30|930
10092935|255|-849.50|929
10094935|255|-849.40|931
10096939|255|-849.20|930
10098945|255|-849.50|932
10100958|255|-849.60|935
10102954|255|-849.50|949
10104934|255|-849.40|931
10106932|255|-850.00|930
10108935|255|-849.90|930
10110934|255|-849.90|928
10112936|255|-849.50|930
10114933|255|-849.70|930
10116931|255|-849.70|929
10118936|255|-849.70|929
10120931|255|-849.60|930
10122937|255|-849.60|931
10124934|255|-850.10|931
10126931|255|-850.00|928
10128936|255|-849.70|929
10130934|255|-849.50|930
10132932|255|-849.90|931
10134933|255|-850.00|929
10136937|255|-850.00|931
10138934|255|-849.40|929
10140933|255|-849.80|930
10142934|255|-850.20|931
10144936|255|-849.80|931
10146935|255|-849.40|930
10148936|255|-849.70|931
10150932|255|-850.00|931
10152933|255|-850.00|930
10154931|255|-849.60|929
10156935|255|-850.10|929
10158936|255|-849.90|931
10160935|255|-850.10|930
10162935|255|-849.90|929
10164933|255|-849.60|930
10166936|255|-849.70|930
10168936|255|-850.10|932
10170933|255|-849.40|930
10172931|255|-850.10|929
10174934|255|-850.20|929
10176932|255|-849.80|929
10178934|255|-849.50|932
10180932|255|-849.50|930
10182930|255|-850.00|929
10184937|255|-850.10|932
10186932|255|-849.80|930
10188930|255|-849.60|929
10190931|255|-849.70|928
10192937|255|-849.90|931
10194931|255|-850.20|926
10196938|255|-849.20|931
10198931|255|-850.10|930
10200937|255|-849.70|933
10202936|255|-849.90|930
10204933|255|-849.50|929
10206933|255|-849.90|929
10208935|255|-849.70|929
10210936|255|-849.90|929
10212933|255|-849.50|932
10214936|255|-850.20|931
