4466149|0|0|0.00|-0.20

4467751|0|0|0.00|-0.30

4469219|0|0|0.00|-0.20

4470663|0|0|0.00|-0.20

4472122|0|0|0.00|-0.50

4473498|0|0|0.00|-0.30

4474920|0|0|0.00|-0.10

4476325|0|0|0.00|-0.40

4477758|0|0|0.00|-0.30

4479227|0|0|0.00|-0.10

4480663|0|0|0.00|-0.30

4482125|0|0|0.00|-0.30

4483528|0|0|0.00|-0.30

4484964|0|0|0.00|-0.30

4486374|0|0|0.00|-0.40

4487808|0|0|0.00|-0.40

4489253|0|0|0.00|-0.60

4490677|0|0|0.00|-0.10

4492126|0|0|0.00|-0.30

4493523|0|0|0.00|-0.20

4494986|0|0|0.00|-0.20

4496395|0|0|0.00|-0.10

4497830|0|0|0.00|-0.20

4499258|0|0|0.00|-0.20

4500695|0|0|0.00|-0.10

4502151|0|0|0.00|-0.30

4503556|0|0|0.00|-0.30

4505007|0|0|0.00|-0.30

4506382|0|0|0.00|-0.20

4507849|0|0|0.00|-0.30

4509295|0|0|0.00|-0.20

4510757|0|0|0.00|-0.10

4512208|0|0|0.00|-0.30

4513640|0|0|0.00|-0.20

4515094|0|0|0.00|-0.20

4516515|0|0|0.00|-0.20

4517971|0|0|0.00|-0.30

4519362|0|0|0.00|-0.20

4520823|0|0|0.00|-0.30

4522259|0|0|0.00|-0.30

4523686|0|0|0.00|-0.50

4525117|0|0|0.00|-0.40

4526550|0|0|0.00|-0.30

4527984|0|0|0.00|-0.50

4529382|0|0|0.00|-0.20

4530850|0|0|0.00|-0.10

4532298|0|0|0.00|-0.30

4533746|0|0|0.00|-0.30

4535179|0|0|0.00|-0.30

4536601|0|0|0.00|-0.50

4538040|0|0|0.00|-0.20

4539427|0|0|0.00|-0.10

4540888|0|0|0.00|-0.30

4542306|0|0|0.00|-0.30

4543776|0|0|0.00|-0.50

4545209|0|0|0.00|-0.40

4546667|0|0|0.00|-0.20

4548112|0|0|0.00|-0.50

4549501|0|0|0.00|-0.20

4550961|0|0|0.00|0.00

4552331|0|0|0.00|-0.50

4553806|0|0|0.00|-0.30

4555246|0|0|0.00|-0.20

4556688|0|0|0.00|-0.20

4558130|0|0|0.00|-0.40

4559501|0|0|0.00|-0.50

4560960|0|0|0.00|-0.20

4562364|0|0|0.00|-0.10

4563814|0|0|0.00|-0.30

4565244|0|0|0.00|-0.20

4566656|0|0|0.00|0.00

4568077|0|0|0.00|0.10

4569441|0|0|0.00|-0.20

4570905|0|0|0.00|-0.40

4572314|0|0|0.00|-0.40

4573810|0|0|0.00|-0.40

4575240|0|0|0.00|-0.20

4576653|0|0|0.00|-0.20

4578113|0|0|0.00|-0.30

4579513|0|0|0.00|-0.20

4580965|0|0|0.00|-0.30

4582370|0|0|0.00|-0.30

4583861|0|0|0.00|0.00

4585271|0|0|0.00|-0.10

4586717|0|0|0.00|-0.30

4588177|0|0|0.00|-0.20

4589573|0|0|0.00|-0.50

4591031|0|0|0.00|-0.20

4592412|0|0|0.00|-0.40

4593865|0|0|0.00|-0.10

4595266|0|0|0.00|-0.10

4596685|0|0|0.00|-0.10

4598138|0|0|0.00|-0.30

4599514|0|0|0.00|-0.20

4600966|0|0|0.00|-0.30

4602358|0|0|0.00|-0.40

4603831|0|0|0.00|-0.40

4605269|0|0|0.00|0.10

4606689|0|0|0.00|-0.30

4608128|0|0|0.00|-0.20

4609516|0|0|0.00|-0.20

4611002|0|0|0.00|-0.20

4612410|0|0|0.00|-0.10

4613859|0|0|0.00|-0.50

4615307|0|0|0.00|-0.40

4616746|0|0|0.00|-0.10

4618199|0|0|0.00|-0.40

4619594|0|0|0.00|-0.30

4621051|0|0|0.00|-0.50

4622477|0|0|0.00|-0.10

4623918|0|0|0.00|-0.20

4625322|0|0|0.00|-0.50

4626773|0|0|0.00|-0.10

4628215|0|0|0.00|-0.10

4629617|0|0|0.00|-0.20

4631073|0|0|0.00|-0.20

4632456|0|0|0.00|-0.10

4633939|0|0|0.00|-0.10

4635354|0|0|0.00|-0.30

4636810|0|0|0.00|-0.20

