
868664|5|-1|-0.78|-137.90
871237|5|0|0.00|-241.70
873569|5|0|0.00|8.80
875898|5|1|0.78|20.30
878203|5|1|0.78|19.40
880481|5|1|0.78|9.80
882822|5|2|1.56|2.00
885152|5|2|1.56|-6.20
887460|5|2|1.56|-8.50
889822|5|2|1.56|-10.00
892182|5|2|1.56|-16.00
894461|5|2|1.56|-27.50
896801|5|2|1.56|-35.60
899142|5|2|1.56|-35.60
901447|5|2|1.56|-29.40
903763|5|2|1.56|-22.60
906112|5|2|1.56|-23.50
908439|5|2|1.56|-27.80
910765|5|2|1.56|-31.30
913063|5|2|1.56|-31.80
915409|5|2|1.56|-26.10
917732|5|2|1.56|-22.20
920057|5|2|1.56|-23.50
922401|5|2|1.56|-28.10
924757|5|2|1.56|-31.70
927092|5|2|1.56|-30.50
929391|5|2|1.56|-25.50
931677|5|2|1.56|-21.50
934037|5|2|1.56|-24.30
936369|5|2|1.56|-28.60
938653|5|2|1.56|-32.10
941009|5|2|1.56|-29.90
943345|5|2|1.56|-24.80
945606|5|2|1.56|-21.00
947965|5|2|1.56|-22.70
950314|5|2|1.56|-29.20
952626|5|2|1.56|-32.70
954959|5|2|1.56|-29.00
957296|5|2|1.56|-23.90
959602|5|2|1.56|-20.30
961962|5|2|1.56|-23.80
964295|5|2|1.56|-29.60
966596|5|2|1.56|-33.30
968951|5|2|1.56|-27.40
971282|5|2|1.56|-23.30
973604|5|2|1.56|-19.60
975969|5|2|1.56|-24.70
978304|5|2|1.56|-30.90
980627|5|2|1.56|-32.30
982988|5|2|1.56|-27.10
985323|5|2|1.56|-22.30
987621|5|2|1.56|-19.70
989991|5|2|1.56|-25.30
992337|5|2|1.56|-31.30
994632|5|2|1.56|-31.40
996985|5|2|1.56|-25.80
999349|5|2|1.56|-21.70
1001629|5|2|1.56|-21.20
1003991|5|2|1.56|-26.60
1006369|5|2|1.56|-32.10
1008657|5|2|1.56|-30.00
1011036|5|2|1.56|-25.30
1013398|5|2|1.56|-21.10
1015701|5|2|1.56|-22.80
1018086|5|2|1.56|-27.10
1020442|5|2|1.56|-32.70
1022759|5|2|1.56|-29.10
1025136|5|2|1.56|-24.40
1027440|5|2|1.56|-20.30
1029736|5|2|1.56|-23.60
1032093|5|2|1.56|-27.90
1034415|5|2|1.56|-33.30
1036730|5|2|1.56|-28.30
1039080|5|2|1.56|-23.50
1041444|5|2|1.56|-19.90
1043761|5|2|1.56|-24.30
1046139|5|2|1.56|-29.00
1048476|5|2|1.56|-33.20
1050809|5|2|1.56|-27.20
1053185|5|2|1.56|-22.70
1055482|5|2|1.56|-19.70
1057811|5|2|1.56|-25.50
1060169|5|2|1.56|-29.60
1062507|5|2|1.56|-31.70
1064852|5|2|1.56|-26.20
1067231|5|2|1.56|-22.30
1069519|5|2|1.56|-20.90
1071859|5|2|1.56|-26.30
1074204|5|2|1.56|-30.20
1076549|5|2|1.56|-30.60
1078894|5|2|1.56|-25.70
1081242|5|2|1.56|-21.30
1083585|5|2|1.56|-22.20
1085926|5|2|1.56|-27.10
1088293|5|2|1.56|-32.70
1090602|5|2|1.56|-29.50
1092966|5|2|1.56|-24.30
1095294|5|2|1.56|-20.80
1097612|5|2|1.56|-23.30
1099959|5|2|1.56|-27.60
1102306|5|2|1.56|-33.00
1104650|5|2|1.56|-28.30
1107013|5|2|1.56|-24.00
1109402|5|2|1.56|-20.20
1111734|5|2|1.56|-24.00
1114093|5|2|1.56|-28.40
1116450|5|2|1.56|-33.60
1118564|0|2|1.56|-27.40
1120931|0|2|1.56|-3.30
1123268|0|2|1.56|-1.60
1125623|0|2|1.56|-2.20
1127975|0|2|1.56|-3.00
1130300|0|2|1.56|-3.90
1132647|0|2|1.56|-4.90
1135000|0|2|1.56|-5.10
1137350|0|2|1.56|-4.80
1139699|0|2|1.56|-4.70
1142062|0|2|1.56|-4.50
1144410|0|2|1.56|-3.40
1146705|0|2|1.56|-2.70
1149051|0|2|1.56|-1.60
1151376|0|2|1.56|-0.80
1153700|0|2|1.56|-0.20
1156077|0|2|1.56|-0.10
1158398|0|2|1.56|-0.40
1160713|0|2|1.56|-0.30
1163032|0|2|1.56|0.00
1165363|0|2|1.56|-0.40
1167723|0|2|1.56|-0.30
1170061|0|2|1.56|-0.50
1172395|0|2|1.56|-0.30
1174710|0|2|1.56|-0.20
1177052|0|2|1.56|-0.10
1179377|0|2|1.56|0.00
1181625|0|2|1.56|0.00
1183962|0|2|1.56|-0.20
1186317|0|2|1.56|-0.30
1188638|0|2|1.56|-0.50
1191005|0|2|1.56|-0.30
1193354|0|2|1.56|-0.20
1195630|0|2|1.56|-0.30
1197990|0|2|1.56|-0.10
1200338|0|2|1.56|-0.10
1202632|0|2|1.56|-0.30
1205011|0|2|1.56|-0.20
1207368|0|2|1.56|-0.20
1209716|0|2|1.56|-0.10
1212026|0|2|1.56|-0.30
1214361|0|2|1.56|-0.30
