Received new setpoint, speed, duration: 255, 280933
Calc'd Final Speed: 0.23
8296778|255|-564|-16.02|-733.50|5|939
8298240|255|-571|-16.22|-727.70|5|934
8299764|255|-578|-16.42|-760.80|6|938
8301195|255|-586|-16.65|-671.50|6|940
8302738|255|-594|-16.87|-725.50|5|938
8304192|255|-601|-17.07|-705.20|5|940
8305742|255|-609|-17.30|-641.80|5|937
Time [us]|PWM|Encoder Counts|Angle|Current[mA]|Perf Angle [us]|Perf Current[us]
8307258|255|-616|-17.50|-690.30|5|937
8308773|255|-624|-17.73|-710.10|5|940
8310201|255|-632|-17.95|-627.90|5|939
8311738|255|-640|-18.18|-680.90|5|938
8313177|255|-648|-18.41|-675.20|5|937
8314709|255|-656|-18.64|-617.00|5|939
8316147|255|-663|-18.84|-633.50|6|940
8317696|255|-672|-19.09|-608.10|5|936
8319159|255|-679|-19.29|-617.10|5|939
8320688|255|-688|-19.55|-594.10|5|939
8322147|255|-695|-19.74|-609.40|5|939
8323683|255|-704|-20.00|-603.60|6|938
8325154|255|-712|-20.23|-615.20|5|947
8326706|255|-720|-20.45|-604.20|5|937
8328180|255|-728|-20.68|-619.80|6|946
8329720|255|-736|-20.91|-606.00|5|940
8331172|255|-744|-21.14|-566.50|5|940
8332711|255|-753|-21.39|-614.90|5|939
8334160|255|-761|-21.62|-554.90|5|944
8335686|255|-770|-21.87|-571.00|5|938
8337152|255|-778|-22.10|-565.00|6|938
8338700|255|-786|-22.33|-545.10|5|938
8340166|255|-795|-22.59|-569.90|6|944
8341709|255|-804|-22.84|-544.90|5|936
8343188|255|-812|-23.07|-564.20|5|955
8344721|255|-820|-23.30|-542.00|5|936
8346212|255|-829|-23.55|-535.80|5|979
8347748|255|-838|-23.81|-536.40|6|940
8349237|255|-846|-24.03|-538.50|6|983
8350784|255|-855|-24.29|-536.50|5|939
8352237|255|-864|-24.55|-532.90|5|938
8353757|255|-872|-24.77|-522.80|5|950
8355189|255|-880|-25.00|-518.70|5|935
8356693|255|-889|-25.26|-518.20|6|937
8358176|255|-898|-25.51|-522.40|5|942
8359712|255|-906|-25.74|-521.40|5|975
8361184|255|-915|-25.99|-523.20|5|940
8362737|255|-924|-26.25|-518.40|5|972
8364211|255|-933|-26.51|-515.10|5|937
8365761|255|-942|-26.76|-519.80|5|974
8367237|255|-951|-27.02|-519.70|6|938
8368783|255|-960|-27.27|-503.40|5|976
8370265|255|-968|-27.50|-499.00|5|938
8371807|255|-978|-27.78|-501.00|6|941
8373320|255|-987|-28.04|-506.60|6|937
8374840|255|-996|-28.30|-495.70|5|938
8376322|255|-1004|-28.52|-486.10|6|937
8377865|255|-1014|-28.81|-480.30|10|937
8379307|255|-1022|-29.03|-478.00|5|937
8380810|255|-1032|-29.32|-500.30|5|936
8382272|255|-1040|-29.55|-472.40|5|939
8383793|255|-1050|-29.83|-461.90|5|938
8385276|255|-1058|-30.06|-471.30|5|956
8386785|255|-1068|-30.34|-447.90|5|936
8388289|255|-1076|-30.57|-486.90|5|948
8389808|255|-1086|-30.85|-470.00|5|937
8391319|255|-1095|-31.11|-462.90|5|955
8392829|255|-1104|-31.36|-447.70|5|940
8394348|255|-1113|-31.62|-453.70|5|963
8395857|255|-1122|-31.87|-475.20|6|938
8397351|255|-1132|-32.16|-461.50|5|945
8398861|255|-1141|-32.41|-457.00|5|940
8400350|255|-1150|-32.67|-451.00|5|939
8401873|255|-1159|-32.93|-457.70|6|940
8403374|255|-1168|-33.18|-435.90|6|938
8404885|255|-1178|-33.47|-436.70|6|935
8406354|255|-1187|-33.72|-435.90|5|938
8407888|255|-1196|-33.98|-461.60|5|938
8409356|255|-1206|-34.26|-451.60|6|938
8410868|255|-1214|-34.49|-425.50|5|943
8412346|255|-1224|-34.77|-441.10|5|939
8413857|255|-1233|-35.03|-416.80|5|935
8415352|255|-1242|-35.28|-444.20|6|939
