9718988|0|-1|-0.78|-0.30
9720632|0|-1|-0.78|-0.40
9722171|0|-1|-0.78|-0.20
9723636|0|-1|-0.78|-0.40
9725136|0|-1|-0.78|-0.40
9726588|0|-1|-0.78|-0.40
9728097|0|-1|-0.78|0.00
9729558|0|-1|-0.78|-0.30
9731060|0|-1|-0.78|-0.40
9732514|0|-1|-0.78|-0.40
9733990|0|-1|-0.78|-0.50
9735462|0|-1|-0.78|0.00
9736955|0|-1|-0.78|-0.30
9738407|0|-1|-0.78|-0.20
9739925|0|-1|-0.78|-0.40
9741379|0|-1|-0.78|-0.20
9742886|0|-1|-0.78|-0.10
9744330|0|-1|-0.78|-0.30
9745852|0|-1|-0.78|-0.30
9747314|0|-1|-0.78|-0.30
9748850|0|-1|-0.78|-0.40
9750319|0|-1|-0.78|-0.10
9751864|0|-1|-0.78|0.00
9753310|0|-1|-0.78|-0.20
9754848|0|-1|-0.78|-0.40
9756321|0|-1|-0.78|0.00
9757831|0|-1|-0.78|-0.20
9759321|0|-1|-0.78|-0.30
9760852|0|-1|-0.78|-0.10
9762334|0|-1|-0.78|-0.30
9763882|0|-1|-0.78|0.10
9765327|0|-1|-0.78|-0.20
9766849|0|-1|-0.78|-0.20
9768322|0|-1|-0.78|-0.10
9769858|0|-1|-0.78|-0.10
9771314|0|-1|-0.78|-0.10
9772853|0|-1|-0.78|-0.30
9774312|0|-1|-0.78|-0.40
9775856|0|-1|-0.78|-0.10
9777327|0|-1|-0.78|0.00
9778831|0|-1|-0.78|-0.40
9780325|0|-1|-0.78|-0.30
9781848|0|-1|-0.78|-0.30
9783324|0|-1|-0.78|-0.20
9784850|0|-1|-0.78|-0.20
9786323|0|-1|-0.78|-0.30
9787856|0|-1|-0.78|-0.10
9789313|0|-1|-0.78|-0.30
9790860|0|-1|-0.78|-0.20
9792321|0|-1|-0.78|-0.30
9793839|0|-1|-0.78|-0.20
9795320|0|-1|-0.78|-0.20
9796854|0|-1|-0.78|-0.30
9798320|0|-1|-0.78|-0.20
9799845|0|-1|-0.78|-0.20
9801323|0|-1|-0.78|-0.20
9802858|0|-1|-0.78|-0.30
9804339|0|-1|-0.78|-0.40
9805846|0|-1|-0.78|-0.40
9807274|0|-1|-0.78|-0.20
9808779|0|-1|-0.78|-0.20
9810278|0|-1|-0.78|-0.20
9811790|0|-1|-0.78|-0.10
9813301|0|-1|-0.78|-0.30
9814806|0|-1|-0.78|0.00
9816311|0|-1|-0.78|-0.30
9817827|0|-1|-0.78|-0.20
9819342|1|-1|-0.78|-0.20
9820861|2|-1|-0.78|-180.90
9822353|3|-1|-0.78|-1.50
9823868|4|-2|-1.56|-11.20
9825336|5|-2|-1.56|-39.00
9826866|5|-2|-1.56|-58.00
9828350|5|-2|-1.56|-40.20
9829875|5|-2|-1.56|-32.20
9831348|5|-2|-1.56|-24.90
9832894|5|-2|-1.56|-17.90
9834358|5|-2|-1.56|-23.60
9835896|5|-2|-1.56|-57.50
9837378|5|-2|-1.56|-67.00
9838912|5|-2|-1.56|-73.60
9840383|5|-2|-1.56|-82.60
9841920|5|-2|-1.56|-66.70
9843377|5|-2|-1.56|-38.30
9844869|5|-2|-1.56|-29.70
9846353|5|-2|-1.56|-23.00
9847883|5|-2|-1.56|-31.40
9849369|5|-2|-1.56|-47.70
9850822|5|-2|-1.56|-59.80
9852321|5|-2|-1.56|-75.70
9853791|5|-2|-1.56|-80.00
9855310|5|-2|-1.56|-60.90
9856817|5|-2|-1.56|-46.50
9858311|5|-2|-1.56|-35.10
9859820|5|-2|-1.56|-21.30
9861313|5|-2|-1.56|-16.70
9862824|5|-2|-1.56|-52.90
9864312|5|-2|-1.56|-62.40
9865818|5|-2|-1.56|-70.50
9867311|5|-2|-1.56|-81.40
9868810|5|-2|-1.56|-75.10
