Starting Sketch 
CALI:	1 
CLSB:	0.00009 
SHUNT:	0.1000 
MAXC:	3.0000 
Shunt ADC:	1 
Connected to encoder at address 54 
AS5600 Connected! 
Received new setpoint, speed, duration: -90.00, 6765933 
Calc'd Final Speed: 0.00 
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us] 
23117805|-90.000|25000|18|147|-438.13|151
23120320|-90.000|25000|1|147|-438.31|150
23122812|-90.000|25000|-104|148|-438.57|150
23125302|-90.000|25000|-62|149|-438.84|150
23127803|-90.000|25000|4|148|-439.01|150
23130308|-90.000|25000|-55|147|-439.28|150
23132808|-90.000|25000|-1|146|-439.45|150
23135309|-90.000|25000|-67|147|-439.72|149
23137799|-90.000|25000|21|148|-439.98|150
23140313|-90.000|25000|-52|148|-440.16|150
23142800|-90.000|25000|-101|147|-440.42|149
23145310|-90.000|25000|-14|156|-440.60|149
23147809|-90.000|25000|-6|147|-440.86|149
23150313|-90.000|25000|-105|147|-441.12|152
23152807|-90.000|25000|-101|147|-441.30|151
23155302|-90.000|25000|-1|145|-441.47|153
23157810|-90.000|25000|-38|148|-441.74|150
23160308|-90.000|25000|-51|146|-442.00|151
23162814|-90.000|25000|-154|147|-442.27|149
23165301|-90.000|25000|-1|145|-442.53|153
23167801|-90.000|25000|14|147|-442.71|149
23170307|-90.000|25000|1|148|-442.97|153
23172799|-90.000|25000|4|147|-443.23|149
23175309|-90.000|25000|-44|148|-443.41|151
23177808|-90.000|25000|15|148|-443.67|150
23180303|-90.000|25000|-53|147|-443.85|151
23182806|-90.000|25000|-50|147|-444.02|150
23185307|-90.000|25000|11|149|-444.29|152
23187809|-90.000|25000|-85|147|-444.55|149
23190302|-90.000|25000|-53|144|-444.81|150
23192800|-90.000|25000|-101|147|-444.99|150
23195308|-90.000|25000|13|145|-445.25|153
23197800|-90.000|25000|-119|148|-445.52|150
23200320|-90.000|25000|-53|144|-445.69|170
23202804|-90.000|25000|-122|147|-446.04|150
23205309|-90.000|25000|-37|148|-446.22|150
23207813|-90.000|25000|1|148|-446.48|149
23210307|-90.000|25000|-103|145|-446.75|150
23212811|-90.000|25000|-48|148|-446.92|150
23215304|-90.000|25000|14|145|-447.19|150
23217802|-90.000|25000|14|149|-447.45|150
23220317|-90.000|25000|-2|145|-447.71|157
23222813|-90.000|25000|-111|148|-447.98|150
23225310|-90.000|25000|-38|147|-448.15|150
23227806|-90.000|25000|-52|148|-448.51|151
23230316|-90.000|25000|55|145|-448.59|161
23232808|-90.000|25000|-47|149|-448.95|150
23235301|-90.000|25000|18|147|-449.12|150
23237802|-90.000|25000|1|146|-449.38|151
23240304|-90.000|25000|-10|146|-449.56|149
23242811|-90.000|25000|-65|148|-449.82|151
23245305|-90.000|25000|-42|146|-450.09|150
23247808|-90.000|25000|1|148|-450.35|150
23250298|-90.000|25000|5|146|-450.62|150
23252804|-90.000|25000|-109|148|-450.88|150
23255312|-90.000|25000|21|148|-451.05|150
23257802|-90.000|25000|1|148|-451.32|150
23260305|-90.000|25000|56|145|-451.58|149
23262803|-90.000|25000|-64|148|-451.85|151
23265299|-90.000|25000|18|148|-452.02|150
23267806|-90.000|25000|1|148|-452.29|149
23270301|-90.000|25000|-45|148|-452.46|150
23272799|-90.000|25000|-64|147|-452.72|149
23275308|-90.000|25000|-46|145|-452.99|150
23277816|-90.000|25000|1|149|-453.16|150
23280309|-90.000|25000|-106|148|-453.52|151
23282812|-90.000|25000|7|147|-453.69|149
23285310|-90.000|25000|-48|144|-453.96|151
23287805|-90.000|25000|-53|147|-454.22|150
23290300|-90.000|25000|5|149|-454.39|149
23292811|-90.000|25000|-45|148|-454.66|151
23295310|-90.000|25000|-38|146|-454.92|150
23297808|-90.000|25000|1|148|-455.27|151
23300312|-90.000|25000|-48|146|-455.45|150
23302822|-90.000|25000|-66|148|-455.71|150
23305304|-90.000|25000|-51|144|-455.98|149
23307820|-90.000|25000|1|157|-456.15|149
23310305|-90.000|25000|-106|148|-456.42|150
23312805|-90.000|25000|8|147|-456.68|150
23315304|-90.000|25000|-51|147|-456.94|149
23317799|-90.000|25000|-52|146|-457.21|151
23320299|-90.000|25000|4|147|-457.47|150
23322813|-90.000|25000|9|150|-457.73|150
23325297|-90.000|25000|-91|144|-458.00|149
23327818|-90.000|25000|-52|155|-458.26|151
23330302|-90.000|25000|-100|144|-458.44|150
23332811|-90.000|25000|6|147|-458.70|151
23335304|-90.000|25000|-38|148|-458.96|150
23337807|-90.000|25000|-55|147|-459.14|151
23340312|-90.000|25000|-49|147|-459.40|149
23342810|-90.000|25000|8|148|-459.67|151
23345305|-90.000|25000|-42|147|-459.93|149
23347802|-90.000|25000|-6|145|-460.20|153
23350301|-90.000|25000|-50|147|-460.46|150
23352812|-90.000|25000|9|145|-460.72|152
23355308|-90.000|25000|-45|145|-460.90|150
23357821|-90.000|25000|2|159|-461.16|154
23360305|-90.000|25000|-90|148|-461.43|150
23362802|-90.000|25000|0|147|-461.69|152
23365312|-90.000|25000|-119|147|-461.95|150
23367813|-90.000|25000|1|145|-462.13|153
23370315|-90.000|25000|-93|148|-462.39|151
23372805|-90.000|25000|15|148|-462.66|151
23375308|-90.000|25000|-58|148|-462.92|150
23377810|-90.000|25000|-53|147|-463.18|151
23380305|-90.000|25000|4|146|-463.45|149
23382798|-90.000|25000|11|145|-463.62|150
23385304|-90.000|25000|-59|147|-463.89|151
23387804|-90.000|25000|2|146|-464.15|149
23390313|-90.000|25000|-69|148|-464.41|150
23392798|-90.000|25000|-41|145|-464.68|151
23395307|-90.000|25000|-52|148|-464.94|150
23397810|-90.000|25000|-49|144|-465.21|161
23400313|-90.000|25000|7|149|-465.38|150
23402799|-90.000|25000|1|145|-465.73|151
23405311|-90.000|25000|-51|147|-466.00|150
23407809|-90.000|25000|-51|145|-466.26|158
23410309|-90.000|25000|-46|149|-466.44|151
23412816|-90.000|25000|21|148|-466.70|154
23415306|-90.000|25000|2|147|-467.05|150
23417801|-90.000|25000|-103|146|-467.23|150
23420310|-90.000|25000|-45|147|-467.58|150
23422812|-90.000|25000|15|148|-467.75|149
23425314|-90.000|25000|-50|148|-468.02|150
23427806|-90.000|25000|-65|144|-468.28|149
23430315|-90.000|25000|-51|148|-468.54|150
23432804|-90.000|25000|8|145|-468.81|150
23435299|-90.000|25000|-103|148|-468.98|150
23437805|-90.000|25000|66|149|-469.25|150
23440312|-90.000|25000|-84|148|-469.51|150
23442806|-90.000|25000|-53|147|-469.78|149
23445305|-90.000|25000|5|148|-470.04|149
23447804|-90.000|25000|-25|148|-470.21|150
23450313|-90.000|25000|-52|148|-470.57|150
23452812|-90.000|25000|2|148|-470.74|151
23455302|-90.000|25000|6|148|-471.01|150
23457799|-90.000|25000|-38|148|-471.27|150
23460304|-90.000|25000|14|148|-471.53|150
23462809|-90.000|25000|-49|146|-471.80|150
23465302|-90.000|25000|-68|149|-471.97|149
23467808|-90.000|25000|20|146|-472.32|150
23470311|-90.000|25000|-66|146|-472.50|150
23472806|-90.000|25000|-50|144|-472.85|151
23475305|-90.000|25000|-120|148|-473.12|149
23477812|-90.000|25000|19|144|-473.29|150
23480310|-90.000|25000|1|148|-473.55|149
23482814|-90.000|25000|-95|147|-473.91|150
23485317|-90.000|25000|-64|148|-474.08|150
23487801|-90.000|25000|-41|147|-474.43|150
23490308|-90.000|25000|1|150|-474.61|150
23492811|-90.000|25000|-115|147|-474.87|150
23495309|-90.000|25000|-64|148|-475.14|149
23497810|-90.000|25000|-38|146|-475.40|151
23500309|-90.000|25000|-52|150|-475.66|150
23502804|-90.000|25000|-47|148|-475.93|150
23505313|-90.000|25000|-55|157|-476.19|151
23507803|-90.000|25000|-32|149|-476.46|149
23510318|-90.000|25000|2|153|-476.72|149
23512806|-90.000|25000|-98|147|-476.98|150
23515304|-90.000|25000|-45|145|-477.25|153
23517804|-90.000|25000|14|148|-477.51|150
23520303|-90.000|25000|-50|145|-477.77|153
23522809|-90.000|25000|-116|148|-478.04|150
23525316|-90.000|25000|11|155|-478.30|152
23527812|-90.000|25000|-52|146|-478.56|150
23530311|-90.000|25000|-95|146|-478.83|151
23532805|-90.000|25000|-63|147|-479.09|151
23535314|-90.000|25000|-64|145|-479.36|154
23537801|-90.000|25000|-105|148|-479.53|149
23540313|-90.000|25000|-67|148|-479.79|163
23542803|-90.000|25000|-54|148|-480.06|149
23545313|-90.000|25000|-64|147|-480.32|152
23547812|-90.000|25000|-45|147|-480.59|150
23550310|-90.000|25000|4|148|-480.85|152
23552814|-90.000|25000|11|149|-481.11|150
23555303|-90.000|25000|-64|147|-481.29|152
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
23557883|-90.000|25000|-105|148|-481.55|151
23560316|-90.000|25000|5|148|-481.82|151
23562802|-90.000|25000|-56|147|-482.08|151
23565304|-90.000|25000|-64|144|-482.34|150
23567808|-90.000|25000|-106|149|-482.61|150
23570302|-90.000|25000|9|145|-482.87|150
23572801|-90.000|25000|-45|147|-483.13|150
23575309|-90.000|25000|8|144|-483.40|155
23577805|-90.000|25000|-48|148|-483.66|149
23580313|-90.000|25000|13|147|-483.93|157
23582807|-90.000|25000|14|148|-484.19|151
23585307|-90.000|25000|1|146|-484.45|150
23587805|-90.000|25000|-50|148|-484.72|150
23590320|-90.000|25000|9|145|-484.89|166
23592801|-90.000|25000|-41|147|-485.16|151
23595308|-90.000|25000|-51|145|-485.51|150
23597803|-90.000|25000|-153|148|-485.68|150
23600305|-90.000|25000|-54|149|-485.95|150
23602802|-90.000|25000|-39|148|-486.21|150
23605298|-90.000|25000|2|146|-486.47|150
23607806|-90.000|25000|-49|148|-486.74|150
23610306|-90.000|25000|-34|148|-487.00|149
23612810|-90.000|25000|-55|147|-487.27|151
23615303|-90.000|25000|2|147|-487.53|148
23617811|-90.000|25000|-47|149|-487.71|150
23620301|-90.000|25000|18|148|-487.97|150
23622814|-90.000|25000|-52|148|-488.32|150
23625310|-90.000|25000|-18|146|-488.58|150
23627814|-90.000|25000|6|148|-488.76|151
23630304|-90.000|25000|-35|144|-489.02|149
23632806|-90.000|25000|1|147|-489.29|149
23635306|-90.000|25000|5|147|-489.55|150
23637806|-90.000|25000|-52|147|-489.73|150
23640302|-90.000|25000|-55|147|-489.99|150
23642803|-90.000|25000|-53|147|-490.25|149
23645314|-90.000|25000|-15|148|-490.52|150
23647810|-90.000|25000|-85|148|-490.78|151
23650307|-90.000|25000|21|147|-490.96|150
23652809|-90.000|25000|2|149|-491.22|150
23655302|-90.000|25000|63|148|-491.48|149
23657806|-90.000|25000|-86|147|-491.75|149
23660297|-90.000|25000|-28|144|-492.01|150
23662817|-90.000|25000|-53|146|-492.28|150
23665303|-90.000|25000|-8|146|-492.54|150
23667819|-90.000|25000|-79|156|-492.80|151
23670308|-90.000|25000|-38|147|-493.07|149
23672809|-90.000|25000|-146|150|-493.33|150
23675302|-90.000|25000|63|148|-493.51|151
23677805|-90.000|25000|-45|149|-493.86|150
23680308|-90.000|25000|-40|146|-494.03|149
23682814|-90.000|25000|-153|150|-494.30|150
23685302|-90.000|25000|-0|148|-494.56|151
23687802|-90.000|25000|-51|147|-494.82|152
23690307|-90.000|25000|-6|148|-495.09|150
23692810|-90.000|25000|-50|147|-495.26|153
23695307|-90.000|25000|12|148|-495.62|150
23697810|-90.000|25000|-39|146|-495.79|153
23700308|-90.000|25000|-51|148|-496.05|149
23702817|-90.000|25000|6|150|-496.32|153
23705313|-90.000|25000|-41|148|-496.58|149
23707810|-90.000|25000|1|147|-496.85|152
23710302|-90.000|25000|-96|149|-497.11|150
23712813|-90.000|25000|-11|151|-497.37|154
23715300|-90.000|25000|21|147|-497.55|150
23717819|-90.000|25000|-48|145|-497.81|169
23720305|-90.000|25000|-101|148|-498.08|150
23722803|-90.000|25000|7|145|-498.34|154
23725303|-90.000|25000|-58|148|-498.60|150
23727813|-90.000|25000|1|148|-498.78|151
23730314|-90.000|25000|-101|149|-499.04|150
23732802|-90.000|25000|9|145|-499.31|152
23735306|-90.000|25000|-38|147|-499.48|150
23737806|-90.000|25000|2|147|-499.75|155
23740303|-90.000|25000|-48|147|-500.01|151
23742806|-90.000|25000|-40|147|-500.27|150
23745306|-90.000|25000|1|147|-500.54|150
23747808|-90.000|25000|-50|146|-500.80|149
23750310|-90.000|25000|-47|148|-501.06|151
23752807|-90.000|25000|16|146|-501.24|149
23755307|-90.000|25000|-25|148|-501.50|151
23757806|-90.000|25000|-49|146|-501.77|151
23760314|-90.000|25000|-64|148|-502.03|150
23762805|-90.000|25000|-45|144|-502.29|149
23765300|-90.000|25000|-51|148|-502.56|151
23767808|-90.000|25000|4|146|-502.73|150
23770300|-90.000|25000|-117|148|-503.09|151
23772811|-90.000|25000|-6|148|-503.26|157
23775306|-90.000|25000|2|147|-503.53|150
23777800|-90.000|25000|-68|145|-503.79|151
23780302|-90.000|25000|-96|148|-504.05|148
23782811|-90.000|25000|-55|145|-504.23|149
23785299|-90.000|25000|-102|147|-504.49|148
23787799|-90.000|25000|-60|145|-504.76|150
23790300|-90.000|25000|-85|148|-504.93|151
23792798|-90.000|25000|-53|147|-505.20|149
23795301|-90.000|25000|-149|147|-505.46|150
23797803|-90.000|25000|-78|144|-505.72|148
23800312|-90.000|25000|-30|148|-505.99|150
23802811|-90.000|25000|0|146|-506.16|150
23805303|-90.000|25000|-67|147|-506.43|150
23807800|-90.000|25000|-40|147|-506.69|151
23810304|-90.000|25000|-55|145|-506.95|149
23812808|-90.000|25000|-148|145|-507.22|150
23815301|-90.000|25000|-63|148|-507.48|149
23817810|-90.000|25000|-5|145|-507.66|150
23820309|-90.000|25000|-79|147|-508.01|149
23822803|-90.000|25000|61|144|-508.18|150
23825304|-90.000|25000|-86|147|-508.45|150
23827804|-90.000|25000|-52|144|-508.62|149
23830309|-90.000|25000|-100|148|-508.89|150
23832804|-90.000|25000|-65|148|-509.06|150
23835314|-90.000|25000|-47|147|-509.33|150
23837804|-90.000|25000|-38|149|-509.59|150
23840304|-90.000|25000|-145|148|-509.85|150
23842811|-90.000|25000|-17|148|-510.03|149
23845312|-90.000|25000|-86|148|-510.29|150
23847803|-90.000|25000|-25|146|-510.56|151
23850308|-90.000|25000|-50|148|-510.82|150
23852812|-90.000|25000|-41|148|-511.00|150
23855309|-90.000|25000|-93|147|-511.26|150
23857814|-90.000|25000|1|148|-511.52|148
23860307|-90.000|25000|-81|149|-511.79|150
23862809|-90.000|25000|-78|144|-512.05|150
23865305|-90.000|25000|-52|150|-512.31|150
23867810|-90.000|25000|0|146|-512.58|150
23870324|-90.000|25000|-99|163|-512.84|149
23872805|-90.000|25000|-28|148|-513.11|151
23875309|-90.000|25000|-52|148|-513.28|152
23877806|-90.000|25000|-101|147|-513.46|150
23880307|-90.000|25000|-47|146|-513.72|153
23882804|-90.000|25000|-37|148|-513.98|150
23885307|-90.000|25000|-52|152|-514.16|152
23887802|-90.000|25000|4|147|-514.42|151
23890307|-90.000|25000|-61|145|-514.69|154
23892806|-90.000|25000|-32|147|-514.95|150
23895308|-90.000|25000|-51|147|-515.13|152
23897804|-90.000|25000|-67|147|-515.39|150
23900322|-90.000|25000|-85|146|-515.57|167
23902814|-90.000|25000|-37|148|-515.74|151
23905304|-90.000|25000|2|147|-516.01|151
23907813|-90.000|25000|-45|147|-516.18|151
23910301|-90.000|25000|-45|145|-516.36|154
23912811|-90.000|25000|-104|148|-516.71|150
23915301|-90.000|25000|-49|146|-516.88|153
23917812|-90.000|25000|10|147|-517.15|149
23920314|-90.000|25000|14|146|-517.32|159
23922799|-90.000|25000|-51|148|-517.59|150
23925301|-90.000|25000|8|147|-517.76|151
23927797|-90.000|25000|-89|147|-518.03|149
23930312|-90.000|25000|-119|147|-518.20|150
23932811|-90.000|25000|-51|147|-518.47|150
23935309|-90.000|25000|7|144|-518.73|150
23937810|-90.000|25000|-40|148|-518.91|150
23940313|-90.000|25000|-48|149|-519.17|151
23942806|-90.000|25000|-103|147|-519.35|150
23945306|-90.000|25000|-68|144|-519.61|150
23947803|-90.000|25000|-91|148|-519.87|150
23950308|-90.000|25000|-53|148|-520.05|150
23952810|-90.000|25000|-157|148|-520.31|151
23955301|-90.000|25000|-79|146|-520.58|151
23957808|-90.000|25000|-39|148|-520.75|149
23960311|-90.000|25000|2|145|-521.02|150
23962806|-90.000|25000|-68|147|-521.28|148
23965309|-90.000|25000|18|148|-521.54|149
23967810|-90.000|25000|1|148|-521.72|151
23970295|-90.000|25000|-51|145|-521.89|150
23972813|-90.000|25000|-120|148|-522.16|148
23975304|-90.000|25000|16|148|-522.42|151
23977808|-90.000|25000|1|148|-522.60|150
23980308|-90.000|25000|-47|144|-522.86|150
23982804|-90.000|25000|-58|148|-523.12|150
23985312|-90.000|25000|-0|147|-523.30|149
23987805|-90.000|25000|2|147|-523.56|149
23990306|-90.000|25000|10|145|-523.83|150
23992801|-90.000|25000|-45|147|-524.00|149
23995304|-90.000|25000|1|147|-524.27|150
23997805|-90.000|25000|-48|149|-524.44|150
24000301|-90.000|25000|71|145|-524.71|150
24002802|-90.000|25000|-119|147|-524.97|149
24005298|-90.000|25000|-54|144|-525.15|149
24007806|-90.000|25000|-121|148|-525.41|149
24010298|-90.000|25000|-49|145|-525.59|151
24012802|-90.000|25000|-51|147|-525.76|150
24015310|-90.000|25000|-45|147|-526.03|150
24017813|-90.000|25000|-119|147|-526.20|150
24020300|-90.000|25000|-58|146|-526.46|150
24022815|-90.000|25000|-51|148|-526.64|150
24025306|-90.000|25000|5|144|-526.90|151
24027810|-90.000|25000|9|149|-527.08|150
24030309|-90.000|25000|26|145|-527.34|151
24032826|-90.000|25000|-50|161|-527.52|150
24035306|-90.000|25000|-67|147|-527.78|150
24037807|-90.000|25000|-43|149|-528.05|150
24040312|-90.000|25000|1|148|-528.22|149
24042803|-90.000|25000|-50|147|-528.49|150
24045312|-90.000|25000|-55|148|-528.66|150
24047812|-90.000|25000|-58|149|-528.93|150
24050305|-90.000|25000|-53|148|-529.19|151
24052801|-90.000|25000|-67|145|-529.37|154
24055305|-90.000|25000|-45|147|-529.63|150
24057812|-90.000|25000|1|148|-529.89|150
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
24060378|-90.000|25000|-50|148|-530.07|151
24062809|-90.000|25000|6|146|-530.33|153
24065312|-90.000|25000|-59|149|-530.51|150
24067816|-90.000|25000|-0|157|-530.68|152
24070312|-90.000|25000|-149|147|-530.95|150
24072814|-90.000|25000|-14|146|-531.12|152
24075305|-90.000|25000|-85|148|-531.39|150
24077808|-90.000|25000|-6|147|-531.56|151
24080309|-90.000|25000|-148|147|-531.83|149
24082803|-90.000|25000|13|148|-532.09|152
24085306|-90.000|25000|2|148|-532.27|151
24087807|-90.000|25000|-50|145|-532.44|154
24090311|-90.000|25000|7|148|-532.71|149
24092809|-90.000|25000|21|145|-532.88|152
24095314|-90.000|25000|-106|148|-533.14|149
24097803|-90.000|25000|-21|145|-533.32|154
24100308|-90.000|25000|-83|148|-533.50|150
24102815|-90.000|25000|-25|145|-533.76|165
24105308|-90.000|25000|-103|149|-533.94|150
24107797|-90.000|25000|10|145|-534.11|150
24110306|-90.000|25000|-45|148|-534.37|151
24112798|-90.000|25000|-52|144|-534.55|149
24115314|-90.000|25000|-50|147|-534.73|150
24117811|-90.000|25000|-9|148|-534.90|150
24120307|-90.000|25000|-91|148|-535.17|150
24122811|-90.000|25000|0|146|-535.34|150
24125299|-90.000|25000|-48|148|-535.61|150
24127815|-90.000|25000|-38|149|-535.78|151
24130304|-90.000|25000|14|147|-536.04|150
24132807|-90.000|25000|-53|145|-536.22|151
24135300|-90.000|25000|-99|147|-536.40|150
24137813|-90.000|25000|-42|146|-536.66|159
24140313|-90.000|25000|8|148|-536.84|151
24142811|-90.000|25000|-49|146|-537.10|150
24145305|-90.000|25000|9|147|-537.36|149
24147802|-90.000|25000|14|145|-537.54|150
24150306|-90.000|25000|1|148|-537.71|150
24152802|-90.000|25000|-46|146|-537.98|150
24155304|-90.000|25000|8|147|-538.15|150
24157803|-90.000|25000|-52|145|-538.33|150
24160312|-90.000|25000|-1|148|-538.51|150
24162799|-90.000|25000|-46|145|-538.77|149
24165299|-90.000|25000|-41|147|-538.95|150
24167804|-90.000|25000|-51|148|-539.12|149
24170311|-90.000|25000|5|148|-539.38|149
24172807|-90.000|25000|-55|143|-539.56|149
24175309|-90.000|25000|15|148|-539.82|149
24177807|-90.000|25000|-51|144|-540.00|149
24180306|-90.000|25000|-69|147|-540.18|150
24182797|-90.000|25000|-41|145|-540.44|150
24185300|-90.000|25000|8|148|-540.62|151
24187802|-90.000|25000|-107|146|-540.79|150
24190313|-90.000|25000|-65|149|-541.05|149
24192810|-90.000|25000|9|145|-541.23|151
24195305|-90.000|25000|-25|148|-541.41|151
24197807|-90.000|25000|-110|148|-541.67|150
24200303|-90.000|25000|9|148|-541.85|150
24202801|-90.000|25000|-41|145|-542.02|150
24205307|-90.000|25000|53|148|-542.29|150
24207812|-90.000|25000|-154|147|-542.46|151
24210309|-90.000|25000|-113|149|-542.64|149
24212808|-90.000|25000|-92|145|-542.90|149
24215306|-90.000|25000|-1|151|-543.08|150
24217800|-90.000|25000|-68|146|-543.25|149
24220305|-90.000|25000|4|152|-543.43|150
24222809|-90.000|25000|1|145|-543.69|151
24225306|-90.000|25000|-45|150|-543.87|150
24227807|-90.000|25000|-46|148|-544.13|150
24230308|-90.000|25000|-52|148|-544.31|150
24232803|-90.000|25000|-101|147|-544.48|148
24235312|-90.000|25000|11|151|-544.75|150
24237804|-90.000|25000|-12|148|-544.92|150
24240307|-90.000|25000|-52|148|-545.10|151
24242809|-90.000|25000|-128|148|-545.36|150
24245307|-90.000|25000|-27|145|-545.54|152
24247810|-90.000|25000|-48|147|-545.71|151
24250314|-90.000|25000|-103|145|-545.89|152
24252801|-90.000|25000|-43|147|-546.15|149
24255300|-90.000|25000|-38|145|-546.33|152
24257806|-90.000|25000|-53|146|-546.59|150
24260305|-90.000|25000|-47|145|-546.77|153
24262805|-90.000|25000|-38|148|-546.94|149
24265316|-90.000|25000|-51|152|-547.21|151
24267800|-90.000|25000|-51|148|-547.38|149
24270323|-90.000|25000|-108|146|-547.56|169
24272811|-90.000|25000|0|146|-547.73|151
24275300|-90.000|25000|-53|145|-547.91|152
24277803|-90.000|25000|-17|147|-548.17|149
24280305|-90.000|25000|-97|144|-548.35|153
24282801|-90.000|25000|-0|148|-548.53|150
24285310|-90.000|25000|-107|145|-548.70|153
24287809|-90.000|25000|-69|148|-548.88|149
24290319|-90.000|25000|-47|144|-549.14|166
24292806|-90.000|25000|26|149|-549.32|150
24295309|-90.000|25000|-105|148|-549.49|151
24297801|-90.000|25000|-17|148|-549.67|149
24300310|-90.000|25000|-91|147|-549.93|149
24302807|-90.000|25000|8|148|-550.11|151
24305304|-90.000|25000|-100|144|-550.28|154
24307811|-90.000|25000|-37|147|-550.55|150
24310310|-90.000|25000|14|146|-550.72|150
24312800|-90.000|25000|-53|147|-550.99|149
24315306|-90.000|25000|-16|144|-551.16|149
24317812|-90.000|25000|-55|146|-551.34|150
24320313|-90.000|25000|-51|144|-551.51|161
24322814|-90.000|25000|-49|149|-551.69|150
24325318|-90.000|25000|11|147|-551.95|158
24327801|-90.000|25000|14|148|-552.13|150
24330305|-90.000|25000|-50|149|-552.30|150
24332802|-90.000|25000|4|148|-552.48|150
24335297|-90.000|25000|-55|144|-552.74|151
24337802|-90.000|25000|-59|148|-552.92|150
24340309|-90.000|25000|-54|145|-553.10|149
24342802|-90.000|25000|-90|149|-553.27|150
24345308|-90.000|25000|-41|145|-553.45|150
24347804|-90.000|25000|2|148|-553.71|150
24350307|-90.000|25000|5|145|-553.89|151
24352804|-90.000|25000|7|147|-554.06|149
24355308|-90.000|25000|21|146|-554.33|150
24357799|-90.000|25000|2|146|-554.50|150
24360308|-90.000|25000|-66|147|-554.68|149
24362805|-90.000|25000|-51|147|-554.85|150
24365313|-90.000|25000|1|148|-555.03|151
24367800|-90.000|25000|-101|149|-555.21|150
24370307|-90.000|25000|13|148|-555.38|150
24372806|-90.000|25000|-64|147|-555.56|149
24375314|-90.000|25000|1|147|-555.82|150
24377807|-90.000|25000|4|148|-555.91|151
24380309|-90.000|25000|16|145|-556.17|149
24382810|-90.000|25000|-45|148|-556.35|150
24385310|-90.000|25000|-52|145|-556.61|150
24387803|-90.000|25000|-94|148|-556.79|150
24390300|-90.000|25000|16|148|-556.96|150
24392803|-90.000|25000|-66|148|-557.14|150
24395311|-90.000|25000|-145|146|-557.31|149
24397808|-90.000|25000|-68|148|-557.49|148
24400301|-90.000|25000|-81|147|-557.75|150
24402809|-90.000|25000|-105|148|-557.93|151
24405307|-90.000|25000|-147|148|-558.11|149
24407812|-90.000|25000|12|148|-558.28|150
24410308|-90.000|25000|-91|147|-558.46|149
24412809|-90.000|25000|2|146|-558.63|150
24415304|-90.000|25000|-48|148|-558.81|149
24417813|-90.000|25000|-54|151|-559.07|151
24420303|-90.000|25000|-119|144|-559.25|149
24422817|-90.000|25000|-51|151|-559.42|150
24425302|-90.000|25000|-120|145|-559.60|149
24427805|-90.000|25000|-27|147|-559.86|153
24430306|-90.000|25000|-52|147|-560.04|150
24432802|-90.000|25000|-92|145|-560.21|153
24435313|-90.000|25000|-120|147|-560.39|149
24437812|-90.000|25000|-35|148|-560.57|153
24440305|-90.000|25000|-52|147|-560.74|150
24442809|-90.000|25000|-104|147|-561.01|154
24445307|-90.000|25000|-54|148|-561.09|149
24447810|-90.000|25000|27|147|-561.36|152
24450299|-90.000|25000|-51|148|-561.53|150
24452815|-90.000|25000|63|149|-561.71|151
24455301|-90.000|25000|-46|148|-561.88|150
24457810|-90.000|25000|-52|148|-562.06|151
24460308|-90.000|25000|-94|148|-562.24|149
24462814|-90.000|25000|12|149|-562.41|151
24465312|-90.000|25000|-45|148|-562.68|151
24467801|-90.000|25000|-51|145|-562.85|152
24470307|-90.000|25000|-49|148|-563.03|149
24472811|-90.000|25000|16|147|-563.20|153
24475306|-90.000|25000|-51|148|-563.38|150
24477825|-90.000|25000|-90|145|-563.55|165
24480312|-90.000|25000|-62|148|-563.82|150
24482800|-90.000|25000|-85|148|-563.99|150
24485306|-90.000|25000|-53|147|-564.17|150
24487809|-90.000|25000|-148|146|-564.43|150
24490309|-90.000|25000|-80|147|-564.61|150
24492810|-90.000|25000|-55|144|-564.79|159
24495312|-90.000|25000|-50|147|-564.96|150
24497801|-90.000|25000|-45|145|-565.14|150
24500315|-90.000|25000|-14|148|-565.31|149
24502806|-90.000|25000|-51|146|-565.49|156
24505302|-90.000|25000|-49|148|-565.75|150
24507816|-90.000|25000|-116|144|-565.93|164
24510303|-90.000|25000|11|148|-566.10|150
24512799|-90.000|25000|-45|144|-566.28|149
24515313|-90.000|25000|-48|148|-566.46|150
24517812|-90.000|25000|-111|145|-566.63|150
24520312|-90.000|25000|-38|147|-566.81|149
24522809|-90.000|25000|-51|148|-566.98|149
24525301|-90.000|25000|-90|145|-567.16|150
24527808|-90.000|25000|-93|147|-567.33|150
24530313|-90.000|25000|-25|146|-567.60|150
24532803|-90.000|25000|-103|147|-567.77|149
24535302|-90.000|25000|9|148|-567.95|151
24537811|-90.000|25000|-88|149|-568.21|149
24540307|-90.000|25000|-55|147|-568.30|150
24542813|-90.000|25000|-97|148|-568.56|150
24545311|-90.000|25000|-40|148|-568.74|150
24547810|-90.000|25000|-52|145|-568.92|151
24550300|-90.000|25000|-50|148|-569.09|149
24552810|-90.000|25000|9|145|-569.27|150
24555307|-90.000|25000|11|148|-569.53|150
24557799|-90.000|25000|1|145|-569.62|150
24560303|-90.000|25000|-52|147|-569.79|151
