Starting Sketch
CALI:	1
CLSB:	0.00009
SHUNT:	0.1000
MAXC:	3.0000
Shunt ADC:	1
Connected to encoder at address 54
AS5600 Connected!
Received new setpoint, speed, duration: -90.00, 6765933
Calc'd Final Speed: 0.00
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
13006678|-0.002|25000|0|156|108.11|173
13007826|-0.020|25000|-0|153|108.11|156
13010316|-0.054|25000|-0|150|108.11|150
13012820|-0.087|25000|0|146|108.11|166
13015309|-0.120|25000|-0|148|108.11|150
13017804|-0.153|25000|-0|148|108.11|152
13020305|-0.187|25000|-0|149|108.11|151
13022804|-0.220|25000|0|147|108.11|153
13025303|-0.253|25000|0|148|108.11|150
13027817|-0.287|25000|-0|148|108.11|153
13030308|-0.320|25000|0|146|108.11|151
13032824|-0.353|25000|-0|145|108.11|161
13035308|-0.386|25000|-1|148|108.11|149
13037797|-0.419|25000|-1|147|108.11|149
13040305|-0.453|25000|-0|148|108.11|150
13042803|-0.486|25000|0|146|108.11|150
13045310|-0.519|25000|-0|148|108.11|151
13047804|-0.552|25000|0|147|108.11|150
13050306|-0.586|25000|-1|148|108.11|149
13052816|-0.619|25000|-1|148|108.11|154
13055304|-0.652|25000|0|148|108.11|151
13057806|-0.686|25000|-0|147|108.11|149
13060303|-0.719|25000|0|148|108.11|150
13062822|-0.752|25000|-0|145|108.11|159
13065310|-0.785|25000|-0|148|108.11|148
13067800|-0.818|25000|0|146|108.02|150
13070302|-0.852|25000|13|148|108.11|150
13072810|-0.885|25000|12|148|108.11|150
13075304|-0.918|25000|13|149|108.11|151
13077810|-0.952|25000|17|149|108.11|150
13080303|-0.985|25000|17|148|108.11|150
13082799|-1.018|25000|21|145|108.11|150
13085310|-1.051|25000|18|147|108.11|151
13087801|-1.085|25000|27|147|108.11|150
13090307|-1.118|25000|17|148|108.11|150
13092800|-1.151|25000|11|147|108.11|150
13095305|-1.184|25000|12|148|108.11|150
13097805|-1.218|25000|3|146|108.11|149
13100313|-1.251|25000|17|149|108.11|150
13102811|-1.284|25000|-22|148|108.11|150
13105300|-1.317|25000|-10|147|108.11|151
13107812|-1.351|25000|-37|149|108.11|150
13110313|-1.384|25000|-31|148|108.11|151
13112814|-1.417|25000|-27|148|108.11|149
13115300|-1.450|25000|-77|148|108.11|151
13117800|-1.484|25000|-28|146|108.11|149
13120300|-1.517|25000|-44|148|108.11|149
13122815|-1.550|25000|1|149|108.11|150
13125314|-1.583|25000|-51|148|108.11|149
13127806|-1.617|25000|-72|149|108.11|150
13130302|-1.650|25000|-119|148|108.11|149
13132807|-1.683|25000|-98|148|108.11|149
13135314|-1.716|25000|-71|148|108.11|150
13137804|-1.750|25000|-179|148|108.11|150
13140314|-1.783|25000|-134|156|108.11|150
13142807|-1.816|25000|-42|147|108.11|151
13145308|-1.849|25000|-97|147|108.11|150
13147803|-1.883|25000|-64|149|108.11|150
13150308|-1.916|25000|-95|149|108.11|149
13152799|-1.949|25000|-110|148|108.11|150
13155313|-1.983|25000|-53|146|108.11|149
13157808|-2.016|25000|-81|148|108.11|151
13160318|-2.049|25000|-161|160|108.11|150
13162808|-2.082|25000|-28|148|108.11|150
13165310|-2.115|25000|-193|146|108.11|153
13167813|-2.149|25000|-90|149|108.11|149
13170315|-2.182|25000|-85|145|108.11|153
13172807|-2.215|25000|-157|148|108.11|149
13175302|-2.248|25000|-165|146|108.11|152
13177816|-2.282|25000|-96|148|108.11|149
13180310|-2.315|25000|-65|150|108.11|151
13182801|-2.348|25000|-208|146|108.11|150
13185307|-2.382|25000|-91|146|108.11|152
13187810|-2.415|25000|-92|149|108.11|150
13190311|-2.448|25000|-165|149|108.11|152
13192800|-2.481|25000|-172|148|108.11|149
13195318|-2.515|25000|-104|145|108.11|165
13197809|-2.548|25000|-152|148|108.11|149
13200309|-2.581|25000|-208|145|108.11|152
13202810|-2.614|25000|-72|148|108.11|149
13205313|-2.648|25000|-174|145|108.11|152
13207810|-2.681|25000|-146|148|108.11|150
13210304|-2.714|25000|-67|149|108.11|151
13212807|-2.747|25000|-56|147|108.11|150
13215310|-2.780|25000|-154|147|108.11|162
13217801|-2.814|25000|-113|149|108.11|150
13220306|-2.847|25000|-79|149|108.11|150
13222812|-2.880|25000|-86|149|108.11|150
13225310|-2.914|25000|-144|147|108.11|151
13227809|-2.947|25000|-72|148|108.11|150
13230314|-2.980|25000|-116|145|108.11|150
13232811|-3.013|25000|-150|148|108.11|150
13235297|-3.047|25000|-51|145|108.02|150
13237807|-3.080|25000|-141|147|108.11|149
13240301|-3.113|25000|-82|147|108.11|149
13242805|-3.146|25000|-55|148|108.11|150
13245314|-3.180|25000|-86|146|108.11|151
13247808|-3.213|25000|-115|148|108.11|150
13250299|-3.246|25000|-85|146|108.11|150
13252804|-3.279|25000|-58|146|108.11|150
13255311|-3.313|25000|-167|145|108.11|150
13257799|-3.346|25000|-83|146|108.11|149
13260296|-3.379|25000|-104|145|108.11|149
13262814|-3.413|25000|-84|147|108.11|149
13265308|-3.446|25000|-208|147|108.11|150
13267810|-3.479|25000|-51|148|108.11|150
13270310|-3.512|25000|-89|145|108.11|150
13272815|-3.546|25000|-167|148|108.11|149
13275307|-3.579|25000|-17|148|108.11|150
13277814|-3.612|25000|-207|147|108.11|149
13280305|-3.645|25000|-82|145|108.11|149
13282815|-3.679|25000|-93|148|108.11|151
13285307|-3.712|25000|-166|145|108.11|150
13287802|-3.745|25000|-171|148|108.11|150
13290302|-3.778|25000|-101|145|108.11|150
13292815|-3.812|25000|-72|147|108.11|150
13295302|-3.845|25000|-204|144|108.11|150
13297804|-3.878|25000|-161|149|108.11|150
13300309|-3.911|25000|-105|146|108.11|149
13302804|-3.944|25000|-154|147|108.11|150
13305306|-3.978|25000|-189|145|108.11|150
13307803|-4.011|25000|-127|148|108.11|150
13310309|-4.044|25000|-160|146|108.11|149
13312805|-4.077|25000|-226|148|108.11|150
13315298|-4.111|25000|-9|144|108.11|149
13317816|-4.144|25000|-161|148|108.11|149
13320295|-4.177|25000|-105|144|108.11|150
13322804|-4.210|25000|-120|147|108.11|150
13325313|-4.244|25000|-57|146|108.11|150
13327826|-4.277|25000|-2|147|108.11|150
13330297|-4.310|25000|-189|144|108.11|149
13332821|-4.344|25000|-51|148|108.11|150
13335310|-4.377|25000|-101|148|108.11|149
13337817|-4.410|25000|-140|147|108.11|152
13340312|-4.443|25000|-137|148|108.11|150
13342814|-4.477|25000|-102|149|108.11|150
13345300|-4.510|25000|-52|148|108.11|150
13347804|-4.543|25000|-91|147|108.11|150
13350303|-4.576|25000|3|148|108.11|150
13352810|-4.610|25000|-45|158|108.11|149
13355308|-4.643|25000|-44|148|108.11|149
13357809|-4.676|25000|-52|144|108.11|153
13360302|-4.709|25000|-48|148|108.02|151
13362806|-4.743|25000|-6|148|108.11|151
13365316|-4.776|25000|-51|149|108.11|150
13367810|-4.809|25000|-49|148|108.11|152
13370304|-4.842|25000|-7|148|108.11|149
13372817|-4.876|25000|-4|148|108.11|152
13375301|-4.909|25000|3|146|108.11|151
13377812|-4.942|25000|-1|145|108.11|152
13380315|-4.975|25000|-6|147|108.11|150
13382822|-5.009|25000|4|160|108.11|154
13385306|-5.042|25000|0|147|108.11|150
13387802|-5.075|25000|-1|148|108.11|150
13390304|-5.108|25000|5|148|108.11|150
13392802|-5.142|25000|7|148|108.11|149
13395304|-5.175|25000|-6|148|108.11|150
13397808|-5.208|25000|3|146|108.11|151
13400316|-5.242|25000|8|148|108.11|150
13402818|-5.275|25000|-8|148|108.11|152
13405304|-5.308|25000|1|148|108.11|150
13407809|-5.341|25000|7|149|108.11|158
13410304|-5.374|25000|-3|146|108.11|151
13412802|-5.408|25000|-5|145|108.11|150
13415310|-5.441|25000|6|148|108.11|150
13417810|-5.474|25000|-5|148|108.11|149
13420300|-5.507|25000|-17|148|108.11|150
13422810|-5.541|25000|5|148|108.11|150
13425312|-5.574|25000|8|147|108.11|151
13427814|-5.607|25000|-7|148|108.11|151
13430301|-5.640|25000|5|147|108.11|150
13432800|-5.674|25000|8|147|108.11|150
13435302|-5.707|25000|-1|146|108.11|149
13437815|-5.740|25000|1|146|108.11|159
13440302|-5.773|25000|6|148|108.11|150
13442806|-5.807|25000|-16|145|108.11|149
13445316|-5.840|25000|1|148|108.11|151
13447811|-5.873|25000|4|145|108.11|150
13450315|-5.907|25000|-19|148|108.11|150
13452814|-5.940|25000|-9|148|108.11|149
13455308|-5.973|25000|6|146|108.11|149
13457811|-6.006|25000|7|144|108.11|149
13460306|-6.040|25000|-15|148|108.11|149
13462804|-6.073|25000|4|146|108.11|149
13465305|-6.106|25000|7|147|108.11|150
13467803|-6.139|25000|-8|147|108.11|149
13470309|-6.173|25000|1|148|108.11|151
13472814|-6.206|25000|8|148|108.02|150
13475300|-6.239|25000|-8|148|108.11|150
13477804|-6.272|25000|1|144|108.11|148
13480298|-6.306|25000|6|146|108.11|149
13482810|-6.339|25000|-11|149|108.11|151
13485309|-6.372|25000|-5|147|108.11|149
13487800|-6.405|25000|4|145|108.11|149
13490302|-6.439|25000|-2|149|108.11|150
13492804|-6.472|25000|-31|148|108.11|149
13495300|-6.505|25000|6|146|108.11|150
13497808|-6.538|25000|-1|148|108.11|150
13500314|-6.572|25000|-8|148|108.11|151
13502811|-6.605|25000|-6|148|108.11|150
13505318|-6.638|25000|9|147|108.11|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
13507873|-6.671|25000|-23|148|108.11|150
13510315|-6.705|25000|-24|148|108.11|150
13512808|-6.738|25000|5|149|108.02|150
13515308|-6.771|25000|-48|147|108.11|150
13517803|-6.804|25000|-11|148|108.11|149
13520306|-6.838|25000|-57|150|108.11|150
13522800|-6.871|25000|-78|148|108.11|149
13525308|-6.904|25000|-81|149|108.11|150
13527815|-6.938|25000|-49|148|108.11|149
13530305|-6.971|25000|-109|153|108.11|150
13532800|-7.004|25000|-47|149|108.11|149
13535318|-7.037|25000|-109|152|108.11|151
13537814|-7.071|25000|-14|147|108.11|149
13540302|-7.104|25000|5|147|108.11|152
13542804|-7.137|25000|-1|148|108.11|149
13545301|-7.170|25000|-54|147|108.11|149
13547803|-7.203|25000|5|149|108.11|150
13550303|-7.237|25000|0|147|108.11|152
13552805|-7.270|25000|-1|149|108.11|151
13555314|-7.303|25000|4|154|108.11|153
13557812|-7.337|25000|7|148|108.11|151
13560305|-7.370|25000|-3|148|108.11|152
13562810|-7.403|25000|-50|148|108.11|149
13565310|-7.436|25000|8|156|108.11|152
13567816|-7.470|25000|-3|149|108.11|150
13570322|-7.503|25000|1|155|108.11|152
13572816|-7.536|25000|8|149|108.11|149
13575306|-7.569|25000|-52|144|108.11|151
13577806|-7.603|25000|1|147|108.11|150
13580302|-7.636|25000|-47|145|108.11|153
13582808|-7.669|25000|-3|149|108.11|150
13585306|-7.702|25000|-64|145|108.11|158
13587802|-7.735|25000|4|148|108.11|151
13590312|-7.769|25000|-45|145|108.11|164
13592799|-7.802|25000|-52|148|108.02|150
13595308|-7.835|25000|2|149|108.11|150
13597811|-7.869|25000|-43|148|108.11|149
13600303|-7.902|25000|-5|144|108.11|150
13602805|-7.935|25000|-51|148|108.11|149
13605300|-7.968|25000|9|147|108.11|150
13607811|-8.002|25000|-10|149|108.11|150
13610304|-8.035|25000|1|148|108.11|153
13612815|-8.068|25000|7|147|108.11|149
13615305|-8.101|25000|-12|148|108.11|149
13617804|-8.135|25000|-6|148|108.11|151
13620312|-8.168|25000|6|144|108.11|150
13622815|-8.201|25000|14|149|108.11|150
13625323|-8.234|25000|-7|145|108.11|162
13627807|-8.268|25000|4|148|108.11|150
13630303|-8.301|25000|14|145|108.11|150
13632813|-8.334|25000|-9|148|108.11|150
13635310|-8.367|25000|3|145|108.11|150
13637815|-8.401|25000|9|148|108.11|150
13640315|-8.434|25000|-9|146|108.11|150
13642810|-8.467|25000|2|148|108.11|150
13645302|-8.500|25000|7|147|108.11|150
13647806|-8.534|25000|-10|148|108.11|151
13650318|-8.567|25000|-5|148|108.11|150
13652812|-8.600|25000|7|147|108.11|150
13655308|-8.633|25000|-1|145|108.11|149
13657810|-8.667|25000|-5|148|108.11|150
13660312|-8.700|25000|5|149|108.11|151
13662817|-8.733|25000|0|147|108.11|150
13665310|-8.767|25000|-4|144|108.11|151
13667805|-8.800|25000|5|148|108.11|149
13670310|-8.833|25000|9|145|108.11|149
13672813|-8.866|25000|-7|148|108.11|151
13675298|-8.899|25000|4|145|108.11|149
13677804|-8.933|25000|9|148|108.11|149
13680308|-8.966|25000|-12|148|108.11|150
13682808|-8.999|25000|1|149|108.11|149
13685306|-9.032|25000|8|146|108.11|151
13687806|-9.066|25000|-8|152|108.11|149
13690301|-9.099|25000|-5|145|108.11|150
13692810|-9.132|25000|6|147|108.11|149
13695308|-9.166|25000|-4|145|108.11|150
13697804|-9.199|25000|-8|148|108.11|151
13700309|-9.232|25000|5|147|108.11|150
13702818|-9.265|25000|8|148|108.11|151
13705302|-9.299|25000|-7|145|108.11|150
13707812|-9.332|25000|2|155|108.11|149
13710309|-9.365|25000|-43|146|108.11|150
13712816|-9.398|25000|-10|148|108.11|151
13715306|-9.432|25000|-104|146|108.11|149
13717816|-9.465|25000|21|150|108.11|150
13720307|-9.498|25000|-10|149|108.11|150
13722805|-9.531|25000|-38|147|108.11|151
13725313|-9.565|25000|10|148|108.11|150
13727811|-9.598|25000|-50|148|108.11|149
13730310|-9.631|25000|-5|148|108.11|151
13732806|-9.664|25000|-55|149|108.11|152
13735307|-9.698|25000|1|148|108.11|151
13737807|-9.731|25000|-6|148|108.11|153
13740317|-9.764|25000|-2|147|108.11|150
13742804|-9.797|25000|1|148|108.11|151
13745306|-9.831|25000|5|148|108.11|150
13747817|-9.864|25000|-2|149|108.11|151
13750313|-9.897|25000|1|148|108.11|150
13752805|-9.930|25000|5|148|108.11|151
13755302|-9.964|25000|8|148|108.11|149
13757814|-9.997|25000|2|154|108.11|152
13760299|-10.030|25000|5|148|108.11|150
13762806|-10.063|25000|9|149|108.11|153
13765305|-10.097|25000|2|148|108.11|150
13767806|-10.130|25000|2|148|108.11|151
13770304|-10.163|25000|9|148|108.11|150
13772800|-10.196|25000|-2|147|108.11|152
13775314|-10.230|25000|1|149|108.11|150
13777811|-10.263|25000|7|149|108.11|152
13780310|-10.296|25000|-3|148|108.11|149
13782817|-10.329|25000|4|148|108.11|160
13785308|-10.363|25000|5|146|108.11|149
13787811|-10.396|25000|14|148|108.11|150
13790314|-10.429|25000|3|147|108.11|150
13792806|-10.462|25000|3|147|108.11|150
13795309|-10.496|25000|14|148|108.11|149
13797817|-10.529|25000|-0|148|108.11|150
13800313|-10.562|25000|1|148|108.11|149
13802802|-10.595|25000|11|147|108.11|150
13805311|-10.629|25000|-1|147|108.11|150
13807801|-10.662|25000|1|148|108.11|149
13810299|-10.695|25000|7|146|108.11|150
13812810|-10.728|25000|-3|148|108.11|157
13815312|-10.762|25000|1|148|108.11|149
13817808|-10.795|25000|6|146|108.11|150
13820314|-10.828|25000|-1|148|108.11|150
13822815|-10.862|25000|1|147|108.11|150
13825311|-10.895|25000|4|148|108.11|150
13827801|-10.928|25000|0|145|108.11|151
13830297|-10.961|25000|0|146|108.11|150
13832806|-10.994|25000|3|151|108.11|150
13835303|-11.028|25000|9|148|108.11|150
13837811|-11.061|25000|1|149|108.11|150
13840304|-11.094|25000|1|148|108.11|150
13842801|-11.127|25000|9|147|108.11|150
13845312|-11.161|25000|0|147|108.11|149
13847801|-11.194|25000|14|149|108.11|150
13850302|-11.227|25000|7|148|108.11|151
13852806|-11.261|25000|0|148|108.11|151
13855310|-11.294|25000|8|148|108.11|150
13857818|-11.327|25000|4|148|108.11|150
13860308|-11.360|25000|-0|147|108.11|150
13862808|-11.394|25000|5|148|108.11|150
13865309|-11.427|25000|1|148|108.11|150
13867810|-11.460|25000|8|147|108.11|149
13870303|-11.493|25000|6|149|108.11|149
13872810|-11.527|25000|1|148|108.11|149
13875314|-11.560|25000|8|148|108.11|150
13877802|-11.593|25000|3|147|108.11|150
13880311|-11.626|25000|1|148|108.11|149
13882813|-11.660|25000|5|148|108.11|150
13885304|-11.693|25000|1|148|108.11|149
13887802|-11.726|25000|1|148|108.11|149
13890322|-11.759|25000|2|147|108.11|150
13892809|-11.793|25000|1|147|108.11|149
13895299|-11.826|25000|-0|147|108.11|150
13897805|-11.859|25000|1|148|108.11|149
13900306|-11.892|25000|1|148|108.02|149
13902802|-11.926|25000|-10|148|108.11|150
13905310|-11.959|25000|-105|150|108.11|150
13907813|-11.992|25000|7|148|108.11|149
13910304|-12.025|25000|-7|148|108.11|151
13912807|-12.059|25000|-54|149|108.11|149
13915313|-12.092|25000|-50|150|108.11|150
13917800|-12.125|25000|-15|149|108.11|150
13920304|-12.158|25000|-12|146|108.11|153
13922814|-12.192|25000|-102|148|108.11|149
13925300|-12.225|25000|-16|145|108.11|153
13927803|-12.258|25000|-61|148|108.11|151
13930301|-12.291|25000|3|145|108.11|153
13932810|-12.325|25000|-3|148|108.11|151
13935313|-12.358|25000|-7|156|108.11|151
13937802|-12.391|25000|-0|147|108.11|151
13940327|-12.425|25000|-1|157|108.11|152
13942802|-12.458|25000|-11|146|108.11|150
13945313|-12.491|25000|-2|144|108.11|153
13947811|-12.524|25000|6|149|108.11|150
13950320|-12.558|25000|-13|153|108.11|152
13952810|-12.591|25000|1|148|108.11|149
13955328|-12.624|25000|5|145|108.11|166
13957811|-12.657|25000|-17|147|108.11|150
13960302|-12.690|25000|1|146|108.11|155
13962802|-12.724|25000|2|149|108.11|150
13965317|-12.757|25000|-18|146|108.11|153
13967813|-12.790|25000|-10|147|108.11|150
13970312|-12.824|25000|1|146|108.11|157
13972814|-12.857|25000|-9|148|108.11|151
13975301|-12.890|25000|-11|146|108.11|151
13977806|-12.923|25000|0|148|108.11|151
13980309|-12.957|25000|7|145|108.11|150
13982811|-12.990|25000|-11|145|108.11|150
13985309|-13.023|25000|-1|146|108.11|150
13987816|-13.056|25000|8|149|108.11|149
13990302|-13.089|25000|-15|147|108.11|154
13992813|-13.123|25000|0|147|108.11|150
13995301|-13.156|25000|4|146|108.11|149
13997804|-13.189|25000|-16|149|108.11|149
14000314|-13.223|25000|-9|149|108.11|150
14002808|-13.256|25000|3|147|108.11|150
14005304|-13.289|25000|-1|145|108.11|149
14007803|-13.322|25000|-8|148|108.11|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
14010376|-13.356|25000|-0|146|108.11|149
14012803|-13.389|25000|0|148|108.11|150
14015305|-13.422|25000|-9|146|108.11|150
14017800|-13.455|25000|-3|147|108.11|150
14020315|-13.489|25000|14|149|108.11|150
14022804|-13.522|25000|-12|148|108.11|151
14025304|-13.555|25000|-7|144|108.11|150
14027804|-13.588|25000|3|148|108.11|150
14030312|-13.622|25000|-14|145|108.11|149
14032820|-13.655|25000|-6|147|108.11|150
14035308|-13.688|25000|4|145|108.11|150
14037804|-13.721|25000|-9|147|108.11|150
14040311|-13.755|25000|-5|145|108.11|149
14042814|-13.788|25000|0|151|108.11|151
14045298|-13.821|25000|-3|145|108.11|149
14047816|-13.854|25000|-10|152|108.11|150
14050311|-13.888|25000|2|146|108.11|151
14052810|-13.921|25000|11|148|108.11|149
14055312|-13.954|25000|-11|146|108.11|150
14057816|-13.988|25000|1|152|108.11|150
14060301|-14.021|25000|10|145|108.11|151
14062816|-14.054|25000|-13|152|108.11|150
14065305|-14.087|25000|1|146|108.11|149
14067804|-14.120|25000|10|149|108.11|150
14070305|-14.154|25000|-18|145|108.11|149
14072815|-14.187|25000|-12|150|108.11|150
14075305|-14.220|25000|5|146|108.11|149
14077800|-14.253|25000|-21|149|108.11|150
14080303|-14.287|25000|-24|145|108.11|150
14082805|-14.320|25000|4|153|108.11|149
14085308|-14.353|25000|14|146|108.11|150
14087806|-14.386|25000|-18|149|108.11|149
14090305|-14.420|25000|1|148|108.11|150
14092813|-14.453|25000|14|149|108.11|149
14095308|-14.486|25000|5|147|108.11|149
14097815|-14.520|25000|1|150|108.11|150
14100314|-14.553|25000|13|148|108.11|149
14102806|-14.586|25000|0|152|108.11|150
14105302|-14.619|25000|1|147|108.11|150
14107816|-14.653|25000|8|156|108.11|150
14110311|-14.686|25000|-1|148|108.11|149
14112809|-14.719|25000|9|148|108.11|150
14115304|-14.752|25000|8|147|108.11|150
14117803|-14.785|25000|27|148|108.11|153
14120302|-14.819|25000|9|146|108.11|150
14122810|-14.852|25000|2|148|108.11|151
14125315|-14.885|25000|14|148|108.11|150
14127804|-14.919|25000|4|148|108.11|151
14130306|-14.952|25000|1|147|108.11|150
14132809|-14.985|25000|12|148|108.11|151
14135310|-15.018|25000|2|149|108.11|150
14137800|-15.052|25000|1|144|108.11|153
14140304|-15.085|25000|10|148|108.11|150
14142804|-15.118|25000|2|145|108.11|154
14145312|-15.151|25000|14|148|108.11|150
14147802|-15.185|25000|9|147|108.11|153
14150310|-15.218|25000|-0|147|108.11|149
14152808|-15.251|25000|11|148|108.11|152
14155304|-15.284|25000|5|148|108.11|150
14157813|-15.318|25000|0|145|108.11|154
14160304|-15.351|25000|6|148|108.11|150
14162803|-15.384|25000|3|144|108.11|150
14165308|-15.417|25000|14|149|108.11|149
14167807|-15.451|25000|5|148|108.11|150
14170307|-15.484|25000|1|147|108.11|150
14172806|-15.517|25000|13|147|108.11|149
14175305|-15.550|25000|4|148|108.11|149
14177808|-15.584|25000|1|148|108.02|153
14180304|-15.617|25000|12|148|108.11|149
14182802|-15.650|25000|0|145|108.11|151
14185312|-15.684|25000|14|148|108.11|150
14187807|-15.717|25000|7|147|108.11|150
14190309|-15.750|25000|-2|148|108.11|151
14192802|-15.783|25000|8|148|108.11|150
14195308|-15.816|25000|6|149|108.11|150
14197810|-15.850|25000|14|144|108.11|150
14200315|-15.883|25000|6|148|108.11|150
14202801|-15.916|25000|1|146|108.11|150
14205313|-15.950|25000|14|148|108.11|151
14207801|-15.983|25000|1|148|108.11|150
14210300|-16.016|25000|1|148|108.11|150
14212812|-16.049|25000|10|146|108.11|150
14215303|-16.082|25000|-3|148|108.11|149
14217812|-16.116|25000|11|147|108.11|150
14220309|-16.149|25000|11|148|108.02|150
14222810|-16.182|25000|-3|148|108.11|148
14225300|-16.215|25000|11|148|108.11|150
14227802|-16.249|25000|9|148|108.11|149
14230312|-16.282|25000|27|149|108.11|150
14232797|-16.315|25000|9|144|108.11|149
14235304|-16.349|25000|2|148|108.11|150
14237804|-16.382|25000|14|148|108.11|150
14240307|-16.415|25000|2|146|108.11|150
14242809|-16.448|25000|0|149|108.11|149
14245301|-16.482|25000|12|146|108.11|148
14247809|-16.515|25000|5|148|108.11|150
14250301|-16.548|25000|14|148|108.11|149
14252813|-16.581|25000|4|149|108.11|150
14255301|-16.615|25000|4|149|108.11|149
14257808|-16.648|25000|14|148|108.11|149
14260307|-16.681|25000|5|148|108.11|150
14262812|-16.714|25000|0|146|108.11|149
14265317|-16.748|25000|14|146|108.11|150
14267812|-16.781|25000|-6|148|108.11|150
14270316|-16.814|25000|1|160|108.11|150
14272810|-16.847|25000|10|148|108.11|150
14275313|-16.881|25000|-0|147|108.11|150
14277802|-16.914|25000|13|148|108.11|149
14280310|-16.947|25000|9|147|108.11|149
14282803|-16.980|25000|1|148|108.11|150
14285305|-17.014|25000|13|146|108.11|151
14287805|-17.047|25000|3|148|108.11|149
14290311|-17.080|25000|27|155|108.11|150
14292804|-17.113|25000|5|149|108.11|150
14295321|-17.147|25000|1|159|108.11|153
14297815|-17.180|25000|15|147|108.11|149
14300308|-17.213|25000|3|145|108.11|154
14302801|-17.246|25000|1|149|108.11|150
14305312|-17.280|25000|14|145|108.11|153
14307801|-17.313|25000|2|148|108.11|150
14310312|-17.346|25000|14|153|108.11|152
14312808|-17.379|25000|13|147|108.11|149
14315298|-17.413|25000|-1|146|108.11|150
14317814|-17.446|25000|14|146|108.11|150
14320309|-17.479|25000|5|152|108.11|152
14322810|-17.513|25000|0|148|108.11|150
14325320|-17.546|25000|8|145|108.11|168
14327800|-17.579|25000|4|147|108.11|150
14330307|-17.612|25000|18|144|108.11|151
14332813|-17.646|25000|7|147|108.11|150
14335307|-17.679|25000|1|145|108.11|153
14337804|-17.712|25000|18|148|108.11|150
14340308|-17.745|25000|5|146|108.11|152
14342802|-17.778|25000|27|148|108.11|151
14345311|-17.812|25000|16|144|108.11|155
14347802|-17.845|25000|0|148|108.11|151
14350325|-17.878|25000|14|146|108.11|163
14352800|-17.911|25000|9|148|108.11|148
14355307|-17.945|25000|-2|145|108.11|150
14357805|-17.978|25000|11|147|108.11|149
14360305|-18.011|25000|7|145|108.11|150
14362800|-18.044|25000|27|148|108.11|150
14365312|-18.078|25000|10|145|108.11|160
14367813|-18.111|25000|1|147|108.11|150
14370298|-18.144|25000|21|145|108.11|151
14372801|-18.177|25000|2|148|108.11|150
14375312|-18.211|25000|1|145|108.11|165
14377816|-18.244|25000|13|147|108.11|149
14380324|-18.277|25000|1|145|108.11|165
14382814|-18.311|25000|14|147|108.11|150
14385305|-18.344|25000|12|144|108.11|149
14387817|-18.377|25000|-1|148|108.11|149
14390302|-18.410|25000|13|145|108.11|148
14392799|-18.444|25000|10|148|108.11|149
14395311|-18.477|25000|0|146|108.11|150
14397803|-18.510|25000|12|148|108.11|149
14400312|-18.543|25000|3|145|108.11|150
14402809|-18.577|25000|27|148|108.11|150
14405300|-18.610|25000|0|144|108.11|148
14407805|-18.643|25000|2|149|108.11|150
14410310|-18.676|25000|17|147|108.11|150
14412801|-18.710|25000|4|148|108.11|149
14415303|-18.743|25000|14|146|108.11|151
14417804|-18.776|25000|15|149|108.11|150
14420310|-18.809|25000|-1|145|108.11|151
14422807|-18.843|25000|14|149|108.11|150
14425299|-18.876|25000|12|146|108.11|151
14427809|-18.909|25000|-0|147|108.11|149
14430307|-18.942|25000|11|145|108.11|150
14432804|-18.976|25000|5|148|108.11|149
14435307|-19.009|25000|1|145|108.11|150
14437800|-19.042|25000|10|147|108.11|150
14440300|-19.075|25000|3|146|108.11|149
14442802|-19.109|25000|14|148|108.11|150
14445306|-19.142|25000|9|145|108.11|150
14447804|-19.175|25000|1|146|108.11|149
14450312|-19.209|25000|9|145|108.11|149
14452805|-19.242|25000|2|149|108.11|150
14455305|-19.275|25000|27|145|108.11|150
14457802|-19.308|25000|4|148|108.11|150
14460306|-19.342|25000|0|144|108.11|148
14462815|-19.375|25000|16|149|108.11|150
14465299|-19.408|25000|5|145|108.11|149
14467806|-19.441|25000|0|148|108.11|149
14470313|-19.475|25000|14|146|108.11|150
14472808|-19.508|25000|3|148|108.11|150
14475310|-19.541|25000|14|146|108.11|151
14477815|-19.574|25000|13|148|108.11|150
14480307|-19.608|25000|-0|148|108.11|149
14482806|-19.641|25000|14|151|108.11|150
14485303|-19.674|25000|6|149|108.11|150
14487807|-19.707|25000|0|145|108.11|151
14490307|-19.741|25000|10|148|108.02|151
14492806|-19.774|25000|5|145|108.11|152
14495305|-19.807|25000|21|147|108.11|150
14497812|-19.840|25000|8|146|108.02|152
14500304|-19.874|25000|1|146|108.11|150
14502813|-19.907|25000|21|148|108.11|152
14505309|-19.940|25000|-0|147|108.11|150
14507801|-19.973|25000|1|146|108.11|153
14510307|-20.007|25000|72|147|108.11|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
14512877|-20.040|25000|0|147|108.11|153
14515313|-20.073|25000|27|148|108.11|149
14517820|-20.106|25000|10|159|108.11|152
14520305|-20.140|25000|-2|148|108.11|150
14522806|-20.173|25000|10|147|108.11|152
14525304|-20.206|25000|6|149|108.02|150
