Received new setpoint, speed, duration: -100.00, 6765933 
Calc'd Final Speed: 0.00 
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us] 
72440308|100.000|25000|-43|153|-413.26|151
72445314|100.000|25000|-51|152|-412.73|151
72450305|100.000|25000|-72|148|-412.38|150
72455309|100.000|25000|-103|147|-412.03|151
72460310|100.000|25000|-121|153|-411.50|152
72465323|100.000|25000|-120|154|-411.06|152
72470305|100.000|25000|-113|147|-410.62|153
72475301|100.000|25000|-55|148|-410.10|151
72480310|100.000|25000|-21|147|-409.66|152
72485308|100.000|25000|-25|148|-409.22|150
72490307|100.000|25000|-22|148|-408.78|152
72495313|100.000|25000|-31|147|-408.25|153
72500303|100.000|25000|-51|147|-407.81|150
72505300|100.000|25000|-83|148|-407.46|151
72510303|100.000|25000|-70|147|-407.02|149
72515300|100.000|25000|-107|147|-406.58|150
72520310|100.000|25000|-114|146|-406.05|151
72525304|100.000|25000|-63|147|-405.70|150
72530302|100.000|25000|-76|148|-405.26|150
72535302|100.000|25000|-49|146|-404.82|155
72540310|100.000|25000|-47|146|-404.30|156
72545299|100.000|25000|-59|148|-403.95|149
72550302|100.000|25000|-81|147|-403.59|149
72555308|100.000|25000|-72|147|-403.15|150
72560302|100.000|25000|-98|147|-402.80|149
72565310|100.000|25000|-120|146|-402.36|151
72570304|100.000|25000|-123|147|-401.92|149
72575311|100.000|25000|-126|147|-401.48|150
72580313|100.000|25000|-98|147|-401.13|151
72585302|100.000|25000|-39|147|-400.69|150
72590313|100.000|25000|-24|148|-400.17|150
72595308|100.000|25000|-24|147|-399.81|150
72600298|100.000|25000|-28|147|-399.37|150
72605306|100.000|25000|-44|147|-398.94|150
72610303|100.000|25000|-70|146|-398.50|150
72615313|100.000|25000|-103|147|-398.14|150
72620313|100.000|25000|-91|147|-397.71|149
72625299|100.000|25000|-120|146|-397.27|150
72630314|100.000|25000|-117|147|-396.91|151
72635312|100.000|25000|-60|147|-396.47|149
72640300|100.000|25000|-37|147|-396.04|151
72645305|100.000|25000|-41|148|-395.51|150
72650305|100.000|25000|-35|148|-395.24|150
72655307|100.000|25000|-41|147|-394.89|150
72660303|100.000|25000|-59|147|-394.45|151
72665299|100.000|25000|-51|147|-394.01|149
72670306|100.000|25000|-72|147|-393.57|149
72675304|100.000|25000|-93|147|-393.22|149
72680303|100.000|25000|-99|147|-392.70|150
72685312|100.000|25000|-101|147|-392.26|150
72690303|100.000|25000|-72|146|-391.82|150
72695301|100.000|25000|-29|147|-391.46|150
72700303|100.000|25000|-26|147|-391.03|150
72705311|100.000|25000|-36|146|-390.59|150
72710311|100.000|25000|-31|147|-390.23|149
72715307|100.000|25000|-49|147|-389.88|149
72720313|100.000|25000|-74|147|-389.44|150
72725306|100.000|25000|-105|147|-389.09|150
72730311|100.000|25000|-91|147|-388.65|150
72735300|100.000|25000|-119|146|-388.30|150
72740311|100.000|25000|-126|147|-387.77|151
72745304|100.000|25000|-93|147|-387.25|149
72750306|100.000|25000|-49|146|-386.98|150
72755300|100.000|25000|-63|147|-386.63|151
72760299|100.000|25000|-42|146|-386.19|150
72765308|100.000|25000|-45|148|-385.66|150
72770308|100.000|25000|-60|147|-385.22|150
72775310|100.000|25000|-54|148|-384.87|150
72780310|100.000|25000|-75|147|-384.43|148
72785311|100.000|25000|-105|148|-383.99|150
72790311|100.000|25000|-122|147|-383.64|149
72795303|100.000|25000|-95|146|-383.20|150
72800305|100.000|25000|-113|147|-382.85|150
72805303|100.000|25000|-56|147|-382.32|150
72810302|100.000|25000|-21|148|-381.97|150
72815308|100.000|25000|-22|146|-381.53|149
72820302|100.000|25000|-20|147|-381.09|149
72825306|100.000|25000|-27|147|-380.65|150
72830298|100.000|25000|-44|147|-380.21|150
72835311|100.000|25000|-68|147|-379.86|149
72840311|100.000|25000|-56|147|-379.34|150
72845302|100.000|25000|-86|146|-378.98|151
72850305|100.000|25000|-117|147|-378.54|149
72855309|100.000|25000|-95|147|-378.11|150
72860301|100.000|25000|-54|147|-377.67|150
72865309|100.000|25000|-66|146|-377.23|150
72870311|100.000|25000|-47|153|-376.87|150
72875304|100.000|25000|-48|149|-376.44|150
72880311|100.000|25000|-59|147|-376.00|150
72885307|100.000|25000|-54|150|-375.56|150
72890302|100.000|25000|-71|148|-375.21|150
72895310|100.000|25000|-96|148|-374.68|149
72900311|100.000|25000|-120|154|-374.15|149
72905314|100.000|25000|-126|147|-373.71|152
72910307|100.000|25000|-127|147|-373.36|152
72915302|100.000|25000|-106|147|-372.92|152
72920303|100.000|25000|-43|146|-372.48|152
72925314|100.000|25000|-24|155|-372.04|152
72930304|100.000|25000|-24|147|-371.60|150
72935307|100.000|25000|-25|147|-371.16|152
72940311|100.000|25000|-35|149|-370.63|152
72945319|100.000|25000|-58|154|-370.28|152
72950320|100.000|25000|-88|147|-369.84|160
72955306|100.000|25000|-74|147|-369.32|152
72960310|100.000|25000|-108|147|-368.88|151
72965303|100.000|25000|-127|147|-368.44|153
72970303|100.000|25000|-84|147|-368.00|152
72975313|100.000|25000|-109|146|-367.56|150
72980320|100.000|25000|-52|146|-367.03|160
72985299|100.000|25000|-35|146|-366.59|150
72990300|100.000|25000|-35|147|-366.15|150
72995307|100.000|25000|-47|148|-365.71|150
73000308|100.000|25000|-41|147|-365.27|150
73005305|100.000|25000|-57|147|-364.83|150
73010313|100.000|25000|-79|147|-364.31|149
73015310|100.000|25000|-98|146|-363.87|150
73020317|100.000|25000|-90|147|-363.43|155
73025308|100.000|25000|-98|147|-362.99|149
73030304|100.000|25000|-50|146|-362.55|149
73035311|100.000|25000|-25|147|-362.02|150
73040304|100.000|25000|-28|147|-361.58|150
73045312|100.000|25000|-25|147|-361.14|151
73050307|100.000|25000|-34|148|-360.62|149
73055300|100.000|25000|-53|147|-360.18|151
73060306|100.000|25000|-83|147|-360.09|150
73065304|100.000|25000|-69|147|-360.09|151
73070306|100.000|25000|-100|147|-358.68|149
73075303|100.000|25000|-124|147|-358.24|150
73080310|100.000|25000|-118|147|-357.80|150
73085312|100.000|25000|-128|146|-357.28|150
73090307|100.000|25000|-95|146|-356.84|149
73095313|100.000|25000|-51|146|-356.40|150
73100299|100.000|25000|-41|147|-355.87|150
73105304|100.000|25000|-48|147|-355.43|150
73110307|100.000|25000|-44|147|-354.90|149
73115301|100.000|25000|-56|147|-354.37|150
73120302|100.000|25000|-77|147|-353.94|150
73125311|100.000|25000|-105|148|-353.50|150
73130310|100.000|25000|-92|148|-352.97|150
73135304|100.000|25000|-118|147|-352.35|149
73140308|100.000|25000|-118|146|-351.83|150
73145310|100.000|25000|-67|148|-351.39|150
73150306|100.000|25000|-24|148|-350.95|150
73155306|100.000|25000|-39|147|-350.42|151
73160304|100.000|25000|-19|147|-349.89|150
73165308|100.000|25000|-22|146|-349.37|149
73170303|100.000|25000|-36|147|-348.84|150
73175307|100.000|25000|-30|147|-348.40|149
73180298|100.000|25000|-50|146|-347.87|149
73185303|100.000|25000|-76|147|-347.34|150
73190302|100.000|25000|-108|147|-346.82|150
73195304|100.000|25000|-113|148|-346.20|150
73200309|100.000|25000|-119|147|-345.76|150
73205311|100.000|25000|-85|146|-345.15|151
73210312|100.000|25000|-52|147|-344.62|149
73215305|100.000|25000|-44|147|-344.09|150
73220309|100.000|25000|-45|148|-343.56|150
73225311|100.000|25000|-46|147|-343.12|150
73230307|100.000|25000|-56|147|-342.60|150
73235312|100.000|25000|-74|148|-341.98|149
73240300|100.000|25000|-100|145|-341.46|149
73245301|100.000|25000|-89|147|-340.93|150
73250304|100.000|25000|-113|148|-340.40|149
73255311|100.000|25000|-126|147|-339.79|149
73260309|100.000|25000|-104|147|-339.26|150
73265302|100.000|25000|-119|147|-338.73|149
73270300|100.000|25000|-68|147|-338.20|149
73275300|100.000|25000|-27|147|-337.59|151
73280311|100.000|25000|-26|146|-337.06|150
73285308|100.000|25000|-24|147|-336.45|151
73290301|100.000|25000|-30|147|-335.92|149
73295307|100.000|25000|-46|147|-335.30|150
73300300|100.000|25000|-69|147|-334.78|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
73305386|100.000|25000|-100|147|-334.25|149
73310300|100.000|25000|-86|146|-333.72|150
73315312|100.000|25000|-115|146|-333.11|151
73320306|100.000|25000|-123|147|-332.58|149
73325300|100.000|25000|-74|147|-331.96|149
73330310|100.000|25000|-99|147|-331.44|149
73335310|100.000|25000|-46|147|-330.73|150
73340307|100.000|25000|-34|148|-330.12|150
73345305|100.000|25000|-38|152|-329.68|150
73350302|100.000|25000|-53|149|-328.97|149
73355303|100.000|25000|-46|148|-328.54|150
73360308|100.000|25000|-65|148|-327.83|150
73365307|100.000|25000|-87|149|-327.13|149
73370309|100.000|25000|-101|147|-326.60|149
73375301|100.000|25000|-97|148|-325.99|151
73380310|100.000|25000|-91|152|-325.46|150
73385321|100.000|25000|-39|157|-324.93|151
73390303|100.000|25000|-24|147|-324.32|152
73395308|100.000|25000|-28|147|-323.70|152
73400307|100.000|25000|-25|147|-323.09|152
73405310|100.000|25000|-35|147|-322.38|151
73410303|100.000|25000|-52|146|-321.86|150
73415314|100.000|25000|-79|147|-321.24|151
73420305|100.000|25000|-65|147|-320.62|153
73425309|100.000|25000|-94|147|-320.10|159
73430320|100.000|25000|-121|154|-319.48|151
73435308|100.000|25000|-128|148|-318.78|150
73440314|100.000|25000|-127|147|-318.08|151
73445302|100.000|25000|-113|146|-317.55|151
73450304|100.000|25000|-68|148|-316.93|151
73455314|100.000|25000|-44|147|-316.32|151
73460309|100.000|25000|-45|147|-315.79|158
73465303|100.000|25000|-44|146|-315.09|149
73470308|100.000|25000|-50|148|-314.47|150
73475299|100.000|25000|-66|147|-313.86|149
73480309|100.000|25000|-90|148|-313.15|150
73485304|100.000|25000|-77|147|-312.45|153
73490300|100.000|25000|-105|147|-311.92|148
73495308|100.000|25000|-123|147|-311.31|150
73500310|100.000|25000|-105|147|-310.61|150
73505313|100.000|25000|-118|146|-309.90|150
73510318|100.000|25000|-73|148|-309.29|158
73515312|100.000|25000|-24|148|-308.67|149
73520311|100.000|25000|-21|146|-307.97|149
73525313|100.000|25000|-30|147|-307.35|149
73530302|100.000|25000|-23|147|-306.74|149
73535301|100.000|25000|-37|147|-306.12|149
73540299|100.000|25000|-60|147|-305.51|151
73545313|100.000|25000|-90|147|-304.98|151
73550300|100.000|25000|-78|148|-304.37|149
73555299|100.000|25000|-110|148|-303.75|150
73560311|100.000|25000|-110|147|-303.05|150
73565311|100.000|25000|-62|147|-302.34|150
73570304|100.000|25000|-46|147|-301.73|150
73575304|100.000|25000|-50|147|-301.11|150
73580307|100.000|25000|-45|147|-300.50|150
73585299|100.000|25000|-52|148|-299.79|150
73590307|100.000|25000|-68|148|-299.18|150
73595301|100.000|25000|-60|148|-298.56|150
73600313|100.000|25000|-80|148|-297.95|149
73605300|100.000|25000|-104|146|-297.25|150
73610301|100.000|25000|-123|147|-296.72|151
73615311|100.000|25000|-115|148|-296.10|150
73620312|100.000|25000|-125|148|-295.49|150
73625304|100.000|25000|-102|147|-294.79|150
73630300|100.000|25000|-45|146|-294.17|149
73635300|100.000|25000|-24|147|-293.55|150
73640306|100.000|25000|-28|148|-292.85|150
73645310|100.000|25000|-26|148|-292.24|150
73650308|100.000|25000|-35|147|-291.62|150
73655309|100.000|25000|-57|148|-291.01|150
73660306|100.000|25000|-48|147|-290.39|150
73665301|100.000|25000|-71|148|-289.69|149
73670311|100.000|25000|-99|147|-289.07|150
73675299|100.000|25000|-125|148|-288.46|150
73680300|100.000|25000|-113|147|-287.84|150
73685309|100.000|25000|-125|148|-287.23|149
73690302|100.000|25000|-89|147|-286.61|151
73695305|100.000|25000|-44|146|-286.00|149
73700308|100.000|25000|-34|147|-285.47|151
73705301|100.000|25000|-38|148|-284.77|149
73710311|100.000|25000|-34|147|-284.15|151
73715303|100.000|25000|-40|147|-283.54|150
73720300|100.000|25000|-54|147|-282.92|149
73725302|100.000|25000|-72|146|-282.30|151
73730303|100.000|25000|-62|147|-281.69|150
73735302|100.000|25000|-81|148|-281.07|150
73740312|100.000|25000|-97|147|-280.46|149
73745305|100.000|25000|-94|147|-279.84|150
73750303|100.000|25000|-100|147|-279.14|149
73755311|100.000|25000|-76|147|-278.61|149
73760307|100.000|25000|-33|148|-278.00|150
73765308|100.000|25000|-24|148|-277.38|150
73770303|100.000|25000|-26|148|-276.77|150
73775313|100.000|25000|-25|147|-276.24|150
73780309|100.000|25000|-34|148|-275.54|150
73785303|100.000|25000|-51|146|-275.01|150
73790313|100.000|25000|-40|147|-274.39|151
73795309|100.000|25000|-62|146|-273.78|151
73800312|100.000|25000|-89|146|-273.16|149
73805313|100.000|25000|-116|147|-272.55|150
73810301|100.000|25000|-129|147|-272.02|150
73815304|100.000|25000|-126|147|-271.41|150
73820304|100.000|25000|-122|148|-270.79|149
73825310|100.000|25000|-78|147|-270.26|150
73830310|100.000|25000|-46|147|-269.74|151
73835302|100.000|25000|-41|147|-269.12|148
73840304|100.000|25000|-43|147|-268.59|150
73845315|100.000|25000|-45|147|-267.98|150
73850301|100.000|25000|-58|147|-267.45|150
73855301|100.000|25000|-80|147|-266.84|150
73860302|100.000|25000|-67|148|-266.31|149
73865311|100.000|25000|-90|148|-265.69|149
73870317|100.000|25000|-114|150|-265.17|150
73875303|100.000|25000|-118|149|-264.64|150
73880305|100.000|25000|-119|150|-264.02|150
73885312|100.000|25000|-110|155|-263.50|151
73890301|100.000|25000|-62|148|-262.97|151
73895308|100.000|25000|-23|147|-262.35|151
73900313|100.000|25000|-37|147|-261.83|151
73905300|100.000|25000|-20|148|-261.21|151
73910308|100.000|25000|-24|152|-260.68|151
73915311|100.000|25000|-35|148|-260.16|153
73920309|100.000|25000|-57|147|-259.54|152
73925306|100.000|25000|-47|151|-259.10|152
73930314|100.000|25000|-72|151|-258.57|151
73935314|100.000|25000|-100|147|-257.96|159
73940302|100.000|25000|-118|147|-257.43|151
73945309|100.000|25000|-118|146|-256.90|152
73950302|100.000|25000|-96|147|-256.38|150
73955306|100.000|25000|-56|147|-255.76|152
73960313|100.000|25000|-45|147|-255.23|152
73965312|100.000|25000|-49|147|-254.71|156
73970304|100.000|25000|-46|146|-254.27|150
73975312|100.000|25000|-53|147|-253.74|149
73980307|100.000|25000|-70|147|-253.12|149
73985302|100.000|25000|-91|147|-252.60|150
73990305|100.000|25000|-78|147|-252.07|152
73995298|100.000|25000|-100|146|-251.63|149
74000309|100.000|25000|-118|146|-251.10|150
74005311|100.000|25000|-126|146|-250.58|150
74010312|100.000|25000|-99|147|-250.05|159
74015319|100.000|25000|-119|147|-249.52|157
74020309|100.000|25000|-76|147|-248.99|150
74025304|100.000|25000|-31|147|-248.47|150
74030302|100.000|25000|-23|146|-248.03|149
74035311|100.000|25000|-24|147|-247.50|150
74040305|100.000|25000|-25|147|-246.97|150
74045302|100.000|25000|-37|146|-246.53|150
74050311|100.000|25000|-57|146|-246.01|149
74055304|100.000|25000|-44|147|-245.48|150
74060305|100.000|25000|-66|146|-244.95|151
74065308|100.000|25000|-93|147|-244.42|150
74070308|100.000|25000|-115|148|-243.98|149
74075306|100.000|25000|-125|147|-243.54|150
74080311|100.000|25000|-123|148|-243.02|150
74085300|100.000|25000|-117|147|-242.49|150
74090311|100.000|25000|-66|147|-242.05|150
74095302|100.000|25000|-38|146|-241.52|149
74100309|100.000|25000|-52|147|-241.08|150
74105306|100.000|25000|-36|148|-240.56|150
74110313|100.000|25000|-33|147|-240.12|151
74115303|100.000|25000|-42|147|-239.68|150
74120309|100.000|25000|-37|147|-239.15|150
74125302|100.000|25000|-46|146|-238.71|149
74130306|100.000|25000|-62|147|-238.18|151
74135301|100.000|25000|-80|148|-237.66|150
74140312|100.000|25000|-96|147|-237.22|149
74145308|100.000|25000|-87|147|-236.78|151
74150298|100.000|25000|-98|147|-236.34|150
74155311|100.000|25000|-84|147|-235.90|149
74160309|100.000|25000|-41|147|-235.37|149
74165304|100.000|25000|-73|146|-234.84|150
74170310|100.000|25000|-36|147|-234.40|150
74175299|100.000|25000|-24|147|-233.96|148
74180308|100.000|25000|-25|147|-233.44|150
74185306|100.000|25000|-36|148|-232.91|150
74190301|100.000|25000|-28|148|-232.56|149
74195310|100.000|25000|-41|146|-232.03|149
74200312|100.000|25000|-60|148|-231.59|149
74205302|100.000|25000|-85|146|-231.15|149
74210305|100.000|25000|-68|147|-230.62|149
74215305|100.000|25000|-94|147|-230.19|149
74220301|100.000|25000|-119|146|-229.75|149
74225300|100.000|25000|-127|146|-229.31|149
74230304|100.000|25000|-123|146|-228.78|150
74235302|100.000|25000|-124|147|-228.34|150
74240301|100.000|25000|-94|147|-227.90|151
74245309|100.000|25000|-55|146|-227.46|149
74250305|100.000|25000|-42|147|-227.02|150
74255307|100.000|25000|-49|147|-226.58|150
74260308|100.000|25000|-42|148|-226.05|150
74265304|100.000|25000|-45|147|-225.62|151
74270299|100.000|25000|-56|148|-225.18|149
74275299|100.000|25000|-49|147|-224.65|151
74280302|100.000|25000|-62|147|-224.30|150
74285305|100.000|25000|-82|148|-223.77|149
74290302|100.000|25000|-109|148|-223.33|149
74295302|100.000|25000|-92|148|-222.89|150
74300301|100.000|25000|-117|147|-222.45|150
74305312|100.000|25000|-118|146|-222.01|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
74310376|100.000|25000|-81|147|-221.48|149
74315305|100.000|25000|-31|147|-221.04|149
74320306|100.000|25000|-53|148|-220.69|149
74325309|100.000|25000|-22|147|-220.17|150
74330309|100.000|25000|-21|147|-219.73|150
74335304|100.000|25000|-29|147|-219.29|149
74340305|100.000|25000|-23|147|-218.85|149
74345302|100.000|25000|-34|147|-218.41|150
74350300|100.000|25000|-51|146|-217.97|150
74355318|100.000|25000|-76|148|-217.62|150
74360318|100.000|25000|-58|147|-217.09|151
74365310|100.000|25000|-86|148|-216.56|150
74370302|100.000|25000|-112|149|-216.12|149
74375308|100.000|25000|-109|149|-215.77|150
74380312|100.000|25000|-67|150|-215.24|149
74385307|100.000|25000|-91|148|-214.80|151
74390308|100.000|25000|-56|152|-214.37|150
74395315|100.000|25000|-45|152|-214.01|149
74400306|100.000|25000|-48|148|-213.49|152
74405306|100.000|25000|-45|147|-213.05|153
74410308|100.000|25000|-54|147|-212.61|150
74415310|100.000|25000|-70|146|-212.17|150
74420310|100.000|25000|-92|148|-211.73|150
74425304|100.000|25000|-114|146|-211.29|150
74430308|100.000|25000|-105|147|-210.85|150
74435310|100.000|25000|-124|147|-210.41|152
74440312|100.000|25000|-121|147|-209.88|158
74445303|100.000|25000|-79|147|-209.44|152
74450300|100.000|25000|-105|147|-209.00|151
74455302|100.000|25000|-53|147|-208.56|152
74460314|100.000|25000|-25|148|-208.21|152
74465312|100.000|25000|-26|148|-207.77|153
74470315|100.000|25000|-24|147|-207.25|152
74475314|100.000|25000|-31|147|-206.81|159
74480309|100.000|25000|-50|147|-206.46|150
74485310|100.000|25000|-76|148|-206.02|151
74490300|100.000|25000|-109|147|-205.49|149
74495308|100.000|25000|-94|147|-204.96|150
74500308|100.000|25000|-124|147|-204.61|151
74505302|100.000|25000|-121|148|-204.08|149
74510320|100.000|25000|-60|147|-203.73|158
74515305|100.000|25000|-81|146|-203.20|149
74520308|100.000|25000|-40|147|-202.85|153
74525319|100.000|25000|-35|147|-202.32|158
74530302|100.000|25000|-43|147|-201.88|150
74535308|100.000|25000|-38|147|-201.45|149
74540310|100.000|25000|-48|146|-201.01|150
74545307|100.000|25000|-65|147|-200.57|150
74550300|100.000|25000|-82|147|-200.04|150
74555311|100.000|25000|-76|147|-199.60|149
74560299|100.000|25000|-90|146|-199.16|150
74565312|100.000|25000|-89|146|-198.63|150
74570299|100.000|25000|-43|146|-198.19|149
74575311|100.000|25000|-26|147|-197.67|150
74580312|100.000|25000|-29|146|-197.23|149
74585300|100.000|25000|-27|147|-196.79|150
74590311|100.000|25000|-38|147|-196.35|150
74595305|100.000|25000|-59|147|-195.91|150
74600307|100.000|25000|-51|147|-195.47|150
74605311|100.000|25000|-78|147|-194.94|150
74610308|100.000|25000|-109|146|-194.50|150
74615311|100.000|25000|-128|147|-194.06|150
74620309|100.000|25000|-113|147|-193.54|149
74625305|100.000|25000|-126|147|-193.10|151
74630300|100.000|25000|-87|147|-192.66|150
74635311|100.000|25000|-51|148|-192.22|149
74640302|100.000|25000|-42|147|-191.69|149
74645307|100.000|25000|-44|148|-191.16|149
74650302|100.000|25000|-43|148|-190.72|149
74655310|100.000|25000|-53|147|-190.28|149
74660311|100.000|25000|-73|147|-189.76|151
74665300|100.000|25000|-97|147|-189.32|149
74670306|100.000|25000|-85|147|-188.70|150
74675301|100.000|25000|-114|147|-188.26|150
74680312|100.000|25000|-122|147|-187.82|150
74685301|100.000|25000|-88|147|-187.38|150
74690303|100.000|25000|-109|147|-186.86|149
74695302|100.000|25000|-52|147|-186.33|150
74700304|100.000|25000|-22|147|-185.89|150
74705307|100.000|25000|-24|147|-185.45|151
74710309|100.000|25000|-21|147|-184.92|150
74715310|100.000|25000|-30|146|-184.39|150
74720299|100.000|25000|-46|147|-183.96|149
74725305|100.000|25000|-71|148|-183.43|149
74730305|100.000|25000|-58|145|-182.99|150
74735308|100.000|25000|-84|148|-182.46|150
74740310|100.000|25000|-112|147|-181.93|150
74745307|100.000|25000|-101|145|-181.41|150
74750308|100.000|25000|-60|147|-180.97|150
74755310|100.000|25000|-77|148|-180.44|149
74760304|100.000|25000|-50|147|-179.91|150
74765308|100.000|25000|-45|147|-179.47|150
74770302|100.000|25000|-52|147|-178.95|151
74775303|100.000|25000|-49|147|-178.51|150
74780301|100.000|25000|-60|147|-177.98|150
74785307|100.000|25000|-79|148|-177.54|150
74790313|100.000|25000|-103|147|-177.01|150
74795308|100.000|25000|-94|148|-176.48|150
74800300|100.000|25000|-118|147|-175.96|150
74805308|100.000|25000|-126|148|-175.43|149
74810302|100.000|25000|-96|148|-174.90|150
74815308|100.000|25000|-39|148|-174.46|150
74820311|100.000|25000|-60|148|-173.94|150
74825311|100.000|25000|-25|147|-173.41|149
74830300|100.000|25000|-26|147|-172.88|150
74835309|100.000|25000|-39|147|-172.44|150
74840306|100.000|25000|-31|147|-171.91|150
74845308|100.000|25000|-49|148|-171.39|150
74850312|100.000|25000|-73|148|-170.86|150
74855302|100.000|25000|-106|147|-170.33|149
74860306|100.000|25000|-91|147|-169.89|150
74865313|100.000|25000|-122|147|-169.28|150
74870312|100.000|25000|-124|155|-168.75|149
74875321|100.000|25000|-67|158|-168.22|149
74880311|100.000|25000|-38|149|-167.70|150
74885316|100.000|25000|-42|149|-167.17|151
74890305|100.000|25000|-35|146|-166.64|150
74895310|100.000|25000|-40|150|-166.11|150
74900306|100.000|25000|-55|150|-165.59|150
74905316|100.000|25000|-50|157|-165.06|150
74910314|100.000|25000|-68|147|-164.44|152
74915311|100.000|25000|-85|148|-163.92|151
74920303|100.000|25000|-96|146|-163.39|151
74925311|100.000|25000|-95|147|-162.86|151
74930305|100.000|25000|-83|150|-162.33|150
74935316|100.000|25000|-35|152|-161.81|151
74940306|100.000|25000|-25|146|-161.28|152
74945306|100.000|25000|-30|150|-160.75|152
74950314|100.000|25000|-26|152|-160.14|150
74955315|100.000|25000|-35|147|-159.61|160
74960308|100.000|25000|-53|146|-159.08|152
74965313|100.000|25000|-79|146|-158.55|153
74970309|100.000|25000|-65|147|-158.03|151
74975306|100.000|25000|-93|146|-157.41|153
74980315|100.000|25000|-120|148|-156.88|152
74985312|100.000|25000|-129|148|-156.27|155
74990304|100.000|25000|-127|148|-155.74|150
74995314|100.000|25000|-117|147|-155.30|151
75000311|100.000|25000|-72|147|-154.69|151
75005299|100.000|25000|-46|145|-154.16|151
75010303|100.000|25000|-44|147|-153.63|152
75015312|100.000|25000|-44|146|-153.11|156
75020307|100.000|25000|-46|147|-152.49|150
75025313|100.000|25000|-59|147|-151.96|150
75030308|100.000|25000|-80|147|-151.35|156
75035316|100.000|25000|-68|148|-150.82|154
75040309|100.000|25000|-87|147|-150.21|149
75045306|100.000|25000|-116|148|-149.59|150
75050306|100.000|25000|-119|147|-149.06|150
75055301|100.000|25000|-84|147|-148.45|150
75060311|100.000|25000|-109|147|-147.83|150
75065303|100.000|25000|-57|147|-147.30|150
75070312|100.000|25000|-23|147|-146.69|149
75075313|100.000|25000|-22|147|-146.16|151
75080302|100.000|25000|-20|146|-145.63|150
75085309|100.000|25000|-26|147|-145.02|150
75090309|100.000|25000|-40|147|-144.40|150
75095306|100.000|25000|-63|147|-143.88|151
75100308|100.000|25000|-51|147|-143.26|149
75105303|100.000|25000|-75|146|-142.65|150
75110302|100.000|25000|-101|145|-142.03|150
75115302|100.000|25000|-116|147|-141.42|148
75120302|100.000|25000|-112|148|-140.89|150
75125305|100.000|25000|-104|147|-140.27|151
75130300|100.000|25000|-61|147|-139.66|151
75135307|100.000|25000|-47|148|-139.04|150
75140304|100.000|25000|-46|146|-138.43|150
75145308|100.000|25000|-46|148|-137.90|150
75150307|100.000|25000|-49|147|-137.37|150
75155308|100.000|25000|-60|146|-136.76|150
75160313|100.000|25000|-78|147|-136.14|150
75165310|100.000|25000|-67|146|-135.62|150
75170300|100.000|25000|-88|147|-135.09|151
75175309|100.000|25000|-113|148|-134.47|150
75180300|100.000|25000|-126|147|-133.86|151
75185306|100.000|25000|-123|147|-133.15|150
75190301|100.000|25000|-120|147|-132.45|149
75195311|100.000|25000|-71|147|-132.01|151
75200310|100.000|25000|-28|146|-131.40|150
75205311|100.000|25000|-25|146|-130.78|150
75210308|100.000|25000|-24|147|-130.08|150
75215305|100.000|25000|-29|147|-129.46|151
75220298|100.000|25000|-43|148|-128.85|150
75225301|100.000|25000|-64|148|-128.32|150
75230306|100.000|25000|-54|147|-127.71|151
75235302|100.000|25000|-79|147|-127.09|150
75240307|100.000|25000|-110|147|-126.56|149
75245310|100.000|25000|-126|146|-125.95|150
75250302|100.000|25000|-120|147|-125.33|151
75255307|100.000|25000|-119|147|-124.63|150
75260312|100.000|25000|-63|147|-124.01|150
75265303|100.000|25000|-37|147|-123.40|150
75270312|100.000|25000|-42|147|-122.78|149
75275309|100.000|25000|-34|147|-122.26|151
75280299|100.000|25000|-38|147|-121.55|150
75285300|100.000|25000|-51|147|-120.94|150
75290307|100.000|25000|-71|148|-120.32|150
75295312|100.000|25000|-63|147|-119.71|149
75300311|100.000|25000|-83|148|-119.18|149
75305312|100.000|25000|-94|147|-118.65|151
75310305|100.000|25000|-87|147|-118.04|150
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
75315372|100.000|25000|-95|148|-117.51|150
75320312|100.000|25000|-65|147|-116.81|149
75325307|100.000|25000|-30|147|-116.19|150
75330300|100.000|25000|-24|146|-115.49|150
75335305|100.000|25000|-32|148|-114.96|149
75340303|100.000|25000|-26|145|-114.43|150
75345309|100.000|25000|-39|146|-113.82|150
75350307|100.000|25000|-60|147|-113.12|151
75355302|100.000|25000|-87|147|-112.59|150
75360298|100.000|25000|-75|147|-111.97|150
75365304|100.000|25000|-105|147|-111.36|151
75370309|100.000|25000|-127|147|-110.74|150
75375309|100.000|25000|-118|153|-110.13|151
75380318|100.000|25000|-127|153|-109.60|150
75385308|100.000|25000|-95|148|-109.07|150
75390307|100.000|25000|-52|148|-108.46|150
75395300|100.000|25000|-44|147|-107.84|149
75400310|100.000|25000|-45|151|-107.23|150
75405314|100.000|25000|-44|150|-106.61|150
75410304|100.000|25000|-52|148|-106.00|152
75415305|100.000|25000|-66|147|-105.38|151
75420301|100.000|25000|-90|147|-104.77|150
75425313|100.000|25000|-76|147|-104.15|153
