Time [us]	Pos_Setpoint	Pos_Position	Error	PID_Latch	Pos_Output	Current [mA]	Output Speed [deg/s]
1095023	870	869.53	0.4687	1	2	-0.2	0
1096732	870	869.53	0.4687	1	2	-0.1	0
1098400	870	869.53	0.4687	1	2	-0.2	0
1100130	870	869.53	0.4687	1	2	-0.3	0
1101814	870	869.53	0.4687	1	2	-0.2	0
1103470	870	869.53	0.4687	1	2	-0.2	0
1105216	870	869.53	0.4687	1	2	-0.5	0
1106876	870	869.53	0.4687	1	2	-0.4	0
1108518	870	869.53	0.4687	1	2	-0.2	0
1110227	870	869.53	0.4687	1	2	0.1	0
1111888	870	869.53	0.4687	1	2	-0.2	0
1113579	870	869.53	0.4687	1	2	-0.3	0
1115329	870	869.53	0.4687	1	2	0	0
1116997	870	869.53	0.4687	1	2	-0.4	0
1118650	870	869.53	0.4687	1	2	-0.1	0
1120374	870	869.53	0.4687	1	2	-0.2	0
1122065	870	869.53	0.4687	1	2	-0.3	0
1123733	870	869.53	0.4687	1	2	-0.2	0
1125416	870	869.53	0.4687	1	2	-0.1	0
1127129	870	869.53	0.4687	1	2	0.1	0
1128766	870	869.53	0.4687	1	2	-0.4	0
1130482	870	869.53	0.4687	1	2	0	0
1132222	870	869.53	0.4687	1	2	-0.3	0
1133923	870	869.53	0.4687	1	2	0	0
1135550	870	869.53	0.4687	1	2	-0.1	0
1137272	870	869.53	0.4687	1	2	-0.1	0
1138956	870	869.53	0.4687	1	2	-0.1	0
1140604	870	869.53	0.4687	1	2	-0.4	0
1142317	870	869.53	0.4687	1	2	-0.3	0
1143991	870	869.53	0.4687	1	2	0	0
1145627	870	869.53	0.4687	1	2	0	0
1147345	870	869.53	0.4687	1	2	0	0
1149074	870	869.53	0.4687	1	2	-0.3	0
1150755	870	869.53	0.4687	1	2	-0.2	0
1152442	870	869.53	0.4687	1	2	-0.3	0
1154181	870	869.53	0.4687	1	2	-0.4	0
1155826	870	869.53	0.4687	1	2	0	0
1157492	870	869.53	0.4687	1	2	-0.3	0
1159232	870	869.53	0.4687	1	2	-0.1	0
1160866	870	869.53	0.4687	1	2	-0.2	0
1162539	870	869.53	0.4687	1	2	-0.2	0
1164284	870	869.53	0.4687	1	2	-0.4	0
1165922	870	869.53	0.4687	1	2	-0.3	0
1167606	870	869.53	0.4687	1	2	-0.1	0
1169332	870	869.53	0.4687	1	2	0	0
1170976	870	869.53	0.4687	1	2	-0.2	0
1172648	870	869.53	0.4687	1	2	-0.4	0
1174372	870	869.53	0.4687	1	2	-0.2	0
1176052	870	869.53	0.4687	1	2	-0.3	0
1177702	870	869.53	0.4687	1	2	-0.3	0
1179404	870	869.53	0.4687	1	2	-0.3	0
1181098	870	869.53	0.4687	1	2	-0.1	0
1182782	870	869.53	0.4687	1	2	-0.4	0
1184552	1050	869.53	180.4687	0	255	0.1	0
1186244	1050	869.53	180.4687	0	255	-736.7	0
1187847	1050	869.53	180.4687	0	255	-1027.3	0
1189471	1050	870.31	179.6875	0	255	-1258.5	81.03
1191133	1050	870.31	179.6875	0	255	-1250.7	0
1192743	1050	871.88	178.125	0	255	-912.3	161.55
1194366	1050	873.44	176.5625	0	255	-884.7	160.26
1196009	1050	875	175	0	255	-831.9	159.57
1197648	1050	876.56	173.4375	0	255	-923.4	158.5
1199392	1050	879.69	170.3125	0	255	-727.3	309.28
1200969	1050	882.03	167.9687	0	255	-731.6	237.9
1202603	1050	884.37	165.625	0	255	-664.8	239.35
1204277	1050	886.72	163.2812	0	255	-645.1	232.51
1205885	1050	889.84	160.1562	0	255	-632.9	324.91
1207541	1050	892.97	157.0312	0	255	-588.3	315.85
1209203	1050	896.09	153.9062	0	255	-523.7	311.88
1210844	1050	899.22	150.7812	0	255	-559.4	316.81
1212464	1050	903.13	146.875	0	255	-486.7	404.37
1214114	1050	907.03	142.9687	0	255	-592.7	391.96
1215736	1050	910.94	139.0625	0	255	-482.4	401.13
1217417	1050	914.06	135.9375	0	255	-427.4	315.66
1219064	1050	918.75	131.25	0	255	-414.2	468.66
1220679	1050	922.66	127.3437	0	255	-428.4	400.64
1222326	1050	926.56	123.4375	0	255	-360.2	395.29
1223968	1050	931.25	118.75	0	255	-320.1	477.54
1225613	1050	935.94	114.0625	0	255	-370.8	475.5
1227280	1050	940.62	109.375	0	255	-342.2	468.66
1228910	1050	945.31	104.6875	0	255	-296.9	478.71
1230545	1050	949.22	100.7812	0	255	-307.3	400.89
1232219	1050	954.69	95.3125	0	255	-279.1	542.21
1233825	1050	958.59	91.4062	0	255	-271	404.88
1235460	1050	964.06	85.9375	0	255	-308	557.81
1237141	1050	968.75	81.25	0	255	-290.7	465.03
1238778	1050	973.44	76.5625	0	255	-238	476.37
1240382	1050	978.91	71.0937	0	255	-238.9	565.77
1242017	1050	983.59	66.4063	0	255	-193.9	478.12
1243626	1050	989.06	60.9375	0	255	-154.9	568.6
1245304	1050	994.53	55.4687	0	255	-221.7	547.09
1246935	1050	999.22	50.7812	0	255	-120.3	475.5
1248615	1050	1004.69	45.3125	0	255	-161.8	555.09
1250276	1050	1010.16	39.8438	0	255	-155	536.47
1251895	1050	1014.84	35.1562	0	255	-128.2	481.36
1253528	1050	1020.31	29.6875	1	148	-180.2	573.97
1255285	1050	1025.78	24.2187	1	-255	74.5	521.43
1256948	1050	1030.47	19.5313	1	-255	627.4	469.78
1258650	1050	1035.94	14.0625	1	-255	1908.4	551.4
1260360	1050	1040.63	9.375	1	-255	1623	440.39
1262069	1050	1044.53	5.4687	1	-255	1527.1	383.42
1263748	1050	1047.66	2.3437	1	-255	1581.9	309.47
1265429	1050	1050	0	1	-195	1378.3	232.38
1267186	1050	1052.34	-2.3437	1	-179	1342.7	222.45
1268887	1050	1054.69	-4.6875	1	-169	1413.8	233.35
1270566	1050	1055.47	-5.4688	1	-73	1098.9	76.73
1272327	1050	1057.81	-7.8125	1	-162	1090.6	221.44
1274038	1050	1057.81	-7.8125	1	-39	731.4	0
1275744	1050	1058.59	-8.5937	1	-78	936.8	78.11
1277419	1050	1059.38	-9.375	1	-79	549.7	75.83
1279183	1050	1059.38	-9.375	1	-46	494.5	0
1280873	1050	1060.16	-10.1562	1	-78	473.3	77.37
1282569	1050	1060.16	-10.1562	1	-50	316.2	0
1284331	1050	1059.38	-9.375	1	-21	363.7	-73.4
1286075	1050	1059.38	-9.375	1	-46	338	0
1287818	1050	1058.59	-8.5937	1	-19	87.2	-77.23
1289517	1050	1057.81	-7.8125	1	-17	153.6	-74.83
1291299	1050	1057.81	-7.8125	1	-39	25.1	0
1292977	1050	1057.81	-7.8125	1	-39	-17.3	0
1294674	1050	1057.03	-7.0312	1	-16	30.8	-76.55
1296406	1050	1056.25	-6.25	1	-13	45.5	-75.13
1298181	1050	1056.25	-6.25	1	-31	-2.2	0
1299909	1050	1055.47	-5.4688	1	-10	-14.3	-77.83
1301620	1050	1054.69	-4.6875	1	-7	84.5	-74.11
1303371	1050	1054.69	-4.6875	1	-23	12.5	0
1305103	1050	1054.69	-4.6875	1	-23	-53.1	0
1306801	1050	1053.91	-3.9063	1	-4	-1.4	-76.86
1308526	1050	1053.13	-3.125	1	-1	1.2	-75.75
1310290	1050	1052.34	-2.3437	1	1	-61.4	-73.48
1312027	1050	1052.34	-2.3437	1	-11	-74.8	0
1313732	1050	1051.56	-1.5625	1	5	-79.2	-74.75
1315462	1050	1051.56	-1.5625	1	-7	-33.9	0
1317241	1050	1051.56	-1.5625	1	-7	-57.3	0
1318918	1050	1051.56	-1.5625	1	-7	-22.1	0
1320627	1050	1051.56	-1.5625	1	-7	-17.8	0
1322369	1050	1051.56	-1.5625	1	-7	-14.4	0
1324113	1050	1050.78	-0.7812	1	7	-11.9	-75
1325811	1050	1050.78	-0.7812	1	-3	6.3	0
1327513	1050	1050.78	-0.7812	1	-3	-6.4	0
1329284	1050	1050.78	-0.7812	1	-3	-6.1	0
1330968	1050	1050.78	-0.7812	1	-3	-2.9	0
1332703	1050	1050	0	1	9	-1.4	-75.26
1334420	1050	1050	0	1	0	2	0
1336156	1050	1050	0	1	0	-3.1	0
1337821	1050	1050	0	1	0	-1.5	0
1339514	1050	1050	0	1	0	1.6	0
1341238	1050	1050	0	1	0	2.2	0
1342851	1050	1050	0	1	0	2.8	0
1344520	1050	1050	0	1	0	2.8	0
1346236	1050	1050	0	1	0	3.2	0
1347867	1050	1050	0	1	0	3.2	0
1349530	1050	1050	0	1	0	3.4	0
1351264	1050	1050	0	1	0	3.4	0
1352906	1050	1050	0	1	0	3.2	0
1354564	1050	1050	0	1	0	3	0
1356296	1050	1050	0	1	0	3.2	0
1357930	1050	1050.78	-0.7812	1	-11	3.2	78.34
1359588	1050	1050.78	-0.7812	1	-3	2.9	0
1361339	1050	1050.78	-0.7812	1	-3	34.2	0
1363021	1050	1050.78	-0.7812	1	-3	19	0
1364725	1050	1050.78	-0.7812	1	-3	15.7	0
1366460	1050	1050.78	-0.7812	1	-3	8.1	0
1368211	1050	1050.78	-0.7812	1	-3	10.4	0
1369878	1050	1050.78	-0.7812	1	-3	14.4	0
1371578	1050	1050.78	-0.7812	1	-3	15.9	0
1373341	1050	1050.78	-0.7812	1	-3	13.8	0
1374971	1050	1050.78	-0.7812	1	-3	11.5	0
1376680	1050	1050.78	-0.7812	1	-3	10.9	0
1378426	1050	1050.78	-0.7812	1	-3	3.6	0
1380139	1050	1050.78	-0.7812	1	-3	6.5	0
1381819	1050	1050.78	-0.7812	1	-3	11.1	0
1383534	1050	1050.78	-0.7812	1	-3	13.3	0
1385255	1050	1050.78	-0.7812	1	-3	15.8	0
1386956	1050	1050.78	-0.7812	1	-3	13.4	0
1388631	1050	1050.78	-0.7812	1	-3	12.3	0
1390357	1050	1050.78	-0.7812	1	-3	10.4	0
1392053	1050	1050.78	-0.7812	1	-3	14	0
1393675	1050	1050.78	-0.7812	1	-3	6.6	0
1395376	1050	1050.78	-0.7812	1	-3	10	0
1397099	1050	1050.78	-0.7812	1	-3	13.7	0
1398792	1050	1050.78	-0.7812	1	-3	15.4	0
1400515	1050	1050.78	-0.7812	1	-3	14.2	0
1402267	1050	1050.78	-0.7812	1	-3	11.8	0
1403968	1050	1050.78	-0.7812	1	-3	11	0
1405669	1050	1050.78	-0.7812	1	-3	3	0
1407376	1050	1050.78	-0.7812	1	-3	8.3	0
1409078	1050	1050.78	-0.7812	1	-3	10.4	0
1410805	1050	1050.78	-0.7812	1	-3	13.8	0
1412564	1050	1050.78	-0.7812	1	-3	15.5	0
1414290	1050	1050.78	-0.7812	1	-3	13.4	0
1415991	1050	1050.78	-0.7812	1	-3	11.4	0
1417696	1050	1050.78	-0.7812	1	-3	10.4	0
1419421	1050	1050.78	-0.7812	1	-3	4.1	0
1421189	1050	1050.78	-0.7812	1	-3	6.9	0
1422881	1050	1050.78	-0.7812	1	-3	11.3	0
1424552	1050	1050.78	-0.7812	1	-3	12.5	0
1426310	1050	1050.78	-0.7812	1	-3	15.6	0
1427982	1050	1050.78	-0.7812	1	-3	13.1	0
1429716	1050	1050.78	-0.7812	1	-3	11.9	0
1431429	1050	1050.78	-0.7812	1	-3	10	0
1433173	1050	1050.78	-0.7812	1	-3	15.4	0
1435014	1050	1050.78	-0.7812	1	-3	7.1	0
1436754	1050	1050.78	-0.7812	1	-3	12.2	0
1438440	1050	1050.78	-0.7812	1	-3	13.3	0
1440198	1050	1050.78	-0.7812	1	-3	15.2	0
1441896	1050	1050.78	-0.7812	1	-3	12.3	0
1443543	1050	1050.78	-0.7812	1	-3	11.9	0
1445320	1050	1050.78	-0.7812	1	-3	9.4	0
1447006	1050	1050.78	-0.7812	1	-3	2.8	0
1448664	1050	1050.78	-0.7812	1	-3	8.1	0
1450403	1050	1050.78	-0.7812	1	-3	11	0
1452156	1050	1050.78	-0.7812	1	-3	14	0
1453879	1050	1050.78	-0.7812	1	-3	14.5	0
1455556	1050	1050.78	-0.7812	1	-3	13	0
1457293	1050	1050.78	-0.7812	1	-3	11.4	0
1458949	1050	1050.78	-0.7812	1	-3	10.2	0
1460623	1050	1050.78	-0.7812	1	-3	4.1	0
1462364	1050	1050.78	-0.7812	1	-3	6.7	0
1464084	1050	1050.78	-0.7812	1	-3	11.3	0
1465771	1050	1050.78	-0.7812	1	-3	15.8	0
1467493	1050	1050.78	-0.7812	1	-3	15.3	0
1469270	1050	1050.78	-0.7812	1	-3	12.9	0
1470988	1050	1050.78	-0.7812	1	-3	11.6	0
1472686	1050	1050.78	-0.7812	1	-3	9.8	0
1474396	1050	1050.78	-0.7812	1	-3	5.9	0
1476124	1050	1050.78	-0.7812	1	-3	8.6	0
1477795	1050	1050.78	-0.7812	1	-3	12.7	0
1479481	1050	1050.78	-0.7812	1	-3	14	0
1481243	1050	1050.78	-0.7812	1	-3	14.5	0
1482930	1050	1050.78	-0.7812	1	-3	12.5	0
1484634	1050	1050.78	-0.7812	1	-3	11.2	0
1486386	1050	1050.78	-0.7812	1	-3	14.2	0
1488119	1050	1050.78	-0.7812	1	-3	4.3	0
1489792	1050	1050.78	-0.7812	1	-3	8.5	0
1491464	1050	1050.78	-0.7812	1	-3	11.8	0
1493223	1050	1050.78	-0.7812	1	-3	14.9	0
1494885	1050	1050.78	-0.7812	1	-3	14.1	0
1496595	1050	1050.78	-0.7812	1	-3	13.1	0
1498351	1050	1050.78	-0.7812	1	-3	11.1	0
1500073	1050	1050.78	-0.7812	1	-3	10.2	0
1501739	1050	1050.78	-0.7812	1	-3	4.9	0
1503452	1050	1050.78	-0.7812	1	-3	9.6	0
1505211	1050	1050.78	-0.7812	1	-3	11.8	0
1506894	1050	1050.78	-0.7812	1	-3	16.2	0
1508579	1050	1050.78	-0.7812	1	-3	15.1	0
1510319	1050	1050.78	-0.7812	1	-3	12.5	0
1511985	1050	1050.78	-0.7812	1	-3	11.6	0
1513683	1050	1050.78	-0.7812	1	-3	14.3	0
1515416	1050	1050.78	-0.7812	1	-3	6.7	0
1517190	1050	1050.78	-0.7812	1	-3	9.2	0
1518851	1050	1050.78	-0.7812	1	-3	12.8	0
1520538	1050	1050.78	-0.7812	1	-3	14.7	0
1522294	1050	1050.78	-0.7812	1	-3	14.2	0
1523959	1050	1050.78	-0.7812	1	-3	12.1	0
1525622	1050	1050.78	-0.7812	1	-3	11.1	0
1527362	1050	1050.78	-0.7812	1	-3	14.7	0
1529050	1050	1050.78	-0.7812	1	-3	5.3	0
1530759	1050	1050.78	-0.7812	1	-3	9.5	0
1532459	1050	1050.78	-0.7812	1	-3	11.5	0
1534194	1050	1050.78	-0.7812	1	-3	15.8	0
1535898	1050	1050.78	-0.7812	1	-3	13.7	0
1537598	1050	1050.78	-0.7812	1	-3	12.6	0
1539377	1050	1050.78	-0.7812	1	-3	10.7	0
1541144	1050	1050.78	-0.7812	1	-3	9.4	0
1542803	1050	1050.78	-0.7812	1	-3	5.6	0
1544493	1050	1050.78	-0.7812	1	-3	11.1	0
1546226	1050	1050.78	-0.7812	1	-3	13.3	0
1547922	1050	1050.78	-0.7812	1	-3	15.9	0
1549636	1050	1050.78	-0.7812	1	-3	14.6	0
1551391	1050	1050.78	-0.7812	1	-3	12	0
1553088	1050	1050.78	-0.7812	1	-3	10.2	0
1554779	1050	1050.78	-0.7812	1	-3	14.2	0
1556479	1050	1050.78	-0.7812	1	-3	6.7	0
1558202	1050	1050.78	-0.7812	1	-3	9.8	0
1559880	1050	1050.78	-0.7812	1	-3	14.2	0
1561570	1050	1050.78	-0.7812	1	-3	15.8	0
1563290	1050	1050.78	-0.7812	1	-3	14	0
1564961	1050	1050.78	-0.7812	1	-3	11.7	0
1566652	1050	1050.78	-0.7812	1	-3	10.7	0
1568371	1050	1050.78	-0.7812	1	-3	3.4	0
1570108	1050	1050.78	-0.7812	1	-3	6.2	0
1571810	1050	1050.78	-0.7812	1	-3	10	0
1573529	1050	1050.78	-0.7812	1	-3	12.8	0
1575205	1050	1050.78	-0.7812	1	-3	16	0
1576891	1050	1050.78	-0.7812	1	-3	13.8	0
1578602	1050	1050.78	-0.7812	1	-3	12.6	0
1580330	1050	1050.78	-0.7812	1	-3	10.5	0
1582023	1050	1050.78	-0.7812	1	-3	14.7	0
1583741	1050	1050.78	-0.7812	1	-3	6.6	0
1585444	1050	1050.78	-0.7812	1	-3	11.5	0
1587209	1050	1050.78	-0.7812	1	-3	13	0
1588900	1050	1050.78	-0.7812	1	-3	15.4	0
1590607	1050	1050.78	-0.7812	1	-3	13.9	0
1592296	1050	1050.78	-0.7812	1	-3	11.9	0
1594004	1050	1050.78	-0.7812	1	-3	10.7	0
1595703	1050	1050.78	-0.7812	1	-3	2.2	0
1597424	1050	1050.78	-0.7812	1	-3	8.5	0
1599161	1050	1050.78	-0.7812	1	-3	9.9	0
1600878	1050	1050.78	-0.7812	1	-3	13.8	0
1602563	1050	1050.78	-0.7812	1	-3	16.2	0
1604334	1050	1050.78	-0.7812	1	-3	13.5	0
1606030	1050	1050.78	-0.7812	1	-3	11.5	0
1607756	1050	1050.78	-0.7812	1	-3	10.1	0
1609439	1050	1050.78	-0.7812	1	-3	4.4	0
1611179	1050	1050.78	-0.7812	1	-3	6.4	0
1612865	1050	1050.78	-0.7812	1	-3	11.8	0
1614541	1050	1050.78	-0.7812	1	-3	13.1	0
1616311	1050	1050.78	-0.7812	1	-3	15.3	0
1617990	1050	1050.78	-0.7812	1	-3	12.7	0
1619645	1050	1050.78	-0.7812	1	-3	11.6	0
1621395	1050	1050.78	-0.7812	1	-3	9.8	0
1623105	1050	1050.78	-0.7812	1	-3	2.1	0
1624833	1050	1050.78	-0.7812	1	-3	8.2	0
1626499	1050	1050.78	-0.7812	1	-3	12.7	0
1628249	1050	1050.78	-0.7812	1	-3	13.9	0
1629913	1050	1050.78	-0.7812	1	-3	14.8	0
1631583	1050	1050.78	-0.7812	1	-3	13.4	0
1633338	1050	1050.78	-0.7812	1	-3	11.3	0
1635030	1050	1050.78	-0.7812	1	-3	10.4	0
1636710	1050	1050.78	-0.7812	1	-3	3.6	0
1638456	1050	1050.78	-0.7812	1	-3	9.4	0
1640215	1050	1050.78	-0.7812	1	-3	10.7	0
1641923	1050	1050.78	-0.7812	1	-3	15.5	0
1643598	1050	1050.78	-0.7812	1	-3	15.6	0
1645345	1050	1050.78	-0.7812	1	-3	12.8	0
1647061	1050	1050.78	-0.7812	1	-3	11.1	0
1648722	1050	1050.78	-0.7812	1	-3	10.2	0
1650453	1050	1050.78	-0.7812	1	-3	4.9	0
1652210	1050	1050.78	-0.7812	1	-3	8.2	0
1653878	1050	1050.78	-0.7812	1	-3	11.8	0
1655593	1050	1050.78	-0.7812	1	-3	14.5	0
1657354	1050	1050.78	-0.7812	1	-3	14.7	0
1659067	1050	1050.78	-0.7812	1	-3	12.4	0
1660742	1050	1050.78	-0.7812	1	-3	11.3	0
1662469	1050	1050.78	-0.7812	1	-3	14.4	0
1664217	1050	1050.78	-0.7812	1	-3	3.5	0
1665876	1050	1050.78	-0.7812	1	-3	9.3	0
1667551	1050	1050.78	-0.7812	1	-3	12.8	0
1669311	1050	1050.78	-0.7812	1	-3	15.6	0
1670958	1050	1050.78	-0.7812	1	-3	14.2	0
1672663	1050	1050.78	-0.7812	1	-3	12.9	0
1674406	1050	1050.78	-0.7812	1	-3	10.9	0
1676174	1050	1050.78	-0.7812	1	-3	1.8	0
1677847	1050	1050.78	-0.7812	1	-3	5.7	0
1679534	1050	1050.78	-0.7812	1	-3	10.5	0
1681324	1050	1050.78	-0.7812	1	-3	12.6	0
1683001	1050	1050.78	-0.7812	1	-3	16.1	0
1684705	1050	1050.78	-0.7812	1	-3	14.8	0
1686557	1050	1050.78	-0.7812	1	-3	12.2	0
1688330	1050	1050.78	-0.7812	1	-3	10.3	0
